name,transfer_fee,days_left_on_contract,age,height_in_cm,is_left_footed,is_tier1_nation,adjusted_goals_season1,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_goals_season2,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,minutes_played_season2,season,to_club_name,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,has_advanced_stats,position_Attack,position_Defender,position_Goalkeeper,position_Midfield,to_club_name_encoded,transfer_fee_log
Viktor Kovalenko,600000.0,1794.0,24,182.0,0,0,1.372,0.597,2.325,1.5047770700636942,1256.0,4.472,0.775,6.797000000000001,1.845342706502636,1707.0,2020,Atalanta BC,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345972,3.971563981042654,1.853080568720379,0.27488151658767773,2.0502369668246447,1.8085308056872038,33.67298578199052,90.32227488151659,0.10180094786729857,0.10473933649289101,35.312796208530806,19.876777251184834,41.18293838862559,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530803,0.4030805687203792,0.06658767772511849,0.1999052132701422,45.64218009478673,2.6354028436018955,0.24914691943127962,0.0,0,False,False,False,True,15180555.555555556,13.304686600863562
Ben Davies,1850000.0,1764.0,25,185.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Liverpool,18.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,32.0,53.0,0.0,0.0,28.0,15.0,33.3,12.0,16.0,22.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,978.0,74.9,4563.0,88.1,73.2,46.2,9.0,52.0,10.0,55.0,18.0,50.0,50.0,32.0,20.0,2.0,9.0,0.0,7.0,14.3,0.06,0.0,0.0,68.2,1.07,0.0,0.0,1,False,True,False,False,37384615.384615384,14.430696737594902
Georginio Rutter,750000.0,2890.0,18,182.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,TSG Hoffenheim,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,7177777.777777778,13.527829818844937
Moisés Caicedo,28200000.0,3985.0,19,178.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Brighton,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345972,3.971563981042654,1.853080568720379,0.27488151658767773,2.0502369668246447,1.8085308056872038,33.67298578199052,90.32227488151659,0.10180094786729857,0.10473933649289101,35.312796208530806,19.876777251184834,41.18293838862559,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530803,0.4030805687203792,0.06658767772511849,0.1999052132701422,45.64218009478673,2.6354028436018955,0.24914691943127962,0.0,0,False,False,False,True,10978571.42857143,17.154832571369333
Antonio Sanabria,6500000.0,2159.0,24,180.0,0,0,5.604,2.802,2.802,2.90948275862069,1392.0,7.046,1.194,7.046,1.592920353982301,2147.0,2020,Torino,24.0,1387.0,6.0,2.0,8.0,6.0,0.0,4.6,4.6,30.0,27.0,0.39,0.13,14.0,11.0,21.4,1.0,12.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,365.0,74.8,611.0,80.0,78.4,76.9,15.0,14.0,4.0,13.0,36.0,58.3,41.7,30.0,27.0,9.0,16.0,6.0,41.0,48.8,1.3,0.15,0.3,38.3,2.79,0.32,0.0,1,True,False,False,False,5752380.952380952,15.687312888712007
Ross Stewart,338000.0,2159.0,24,188.0,0,0,5.74,1.64,3.28,2.4324324324324325,1665.0,1.194,0.0,0.0,4.419642857142857,224.0,2020,Sunderland,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,1291666.6666666667,12.73080413304066
Gerard Deulofeu,17000000.0,2159.0,26,177.0,0,1,4.0,5.0,7.0,1.8376068376068373,2106.0,11.194,5.0,6.0,2.325886990801577,2283.0,2020,Udinese Calcio,28.0,2098.0,4.0,5.0,9.0,3.0,1.0,6.3,5.5,123.0,63.0,0.17,0.21,33.0,16.0,20.3,0.0,10.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,829.0,72.1,2071.0,86.8,72.8,46.5,44.0,26.0,28.0,11.0,105.0,59.0,41.0,123.0,80.0,62.0,52.0,4.0,63.0,31.7,0.86,0.05,0.15,5.9,4.46,0.43,0.0,1,True,False,False,False,2335714.285714286,16.648723960844016
Jaime Báez,700000.0,1794.0,25,178.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,2020,Cremonese,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,3033333.3333333335,13.45883704259595
Saïd Benrahma,23100000.0,2524.0,25,172.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,West Ham,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,21263000.0,16.955343218782065
Dennis Man,11000000.0,2524.0,22,183.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Parma,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,4650476.19047619,16.213405921671733
Nicolò Rovella,26000000.0,1794.0,19,179.0,0,1,0.0,0.0,0.0,7.5,108.0,0.0,0.0,0.0,0.0,0.0,2020,Juventus,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,68.0,86.8,247.0,92.6,82.8,88.9,0.0,2.0,0.0,0.0,1.0,100.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False,True,23394736.842105262,17.073607134447293
Aleksandr Kokorin,4500000.0,1764.0,29,184.0,0,0,5.817,2.493,3.324,0.8191126279863481,879.0,1.194,0.0,0.0,4.251968503937007,127.0,2020,Fiorentina,25.502304147465438,1614.373271889401,6.548387096774194,2.4377880184331797,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.13456221198156684,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958525,0.17050691244239632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041473,24.377880184331797,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336405,47.287557603686636,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.33211981566820276,0.0,0,True,False,False,False,9961500.0,15.319588176962746
Jeremie Frimpong,11000000.0,2890.0,20,172.0,0,1,1.64,2.46,5.517,1.1489361702127658,1410.0,0.0,0.0,0.0,0.0,0.0,2020,B. Leverkusen,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345972,3.971563981042654,1.853080568720379,0.27488151658767773,2.0502369668246447,1.8085308056872038,33.67298578199052,90.32227488151659,0.10180094786729857,0.10473933649289101,35.312796208530806,19.876777251184834,41.18293838862559,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530803,0.4030805687203792,0.06658767772511849,0.1999052132701422,45.64218009478673,2.6354028436018955,0.24914691943127962,0.0,0,False,False,False,True,10036111.111111112,16.213405921671733
Papu Gómez,6400000.0,365.0,32,167.0,0,1,7.135000000000001,16.138,9.6,1.5955678670360112,3610.0,8.926,9.937,11.391,1.2187020950434335,3914.0,2020,Sevilla FC,36.0,2842.0,7.0,16.0,23.0,7.0,0.0,7.8,7.8,241.0,276.0,0.22,0.51,27.0,13.0,28.9,0.0,24.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,1995.0,78.5,8167.0,89.5,80.2,51.6,101.0,153.0,95.0,12.0,107.0,58.9,41.1,241.0,192.0,51.0,41.0,7.0,95.0,43.2,1.3,0.07,0.17,19.0,6.3,0.92,0.0,1,True,False,False,False,9865625.0,15.671808704579888
Morgan Sanson,15800000.0,2524.0,26,180.0,0,1,4.62,4.62,9.24,1.1939615736505031,2186.0,4.62,3.369,7.392,1.700118063754427,2541.0,2020,Aston Villa,27.0,2173.0,5.0,4.0,9.0,5.0,0.0,3.8,3.8,96.0,89.0,0.21,0.17,60.0,28.0,25.0,5.0,34.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,892.0,80.6,2245.0,88.0,81.7,62.9,31.0,53.0,18.0,15.0,64.0,62.5,37.5,96.0,69.0,19.0,56.0,5.0,39.0,30.8,0.5,0.13,0.42,26.5,3.44,0.21,0.0,1,False,False,False,True,22183684.210526317,16.575520561288332
Carlos Fernández,10000000.0,2159.0,24,185.0,1,1,11.999,3.712,5.5680000000000005,1.3968957871396896,2706.0,0.0,0.0,0.0,6.923076923076923,26.0,2020,Real Sociedad,34.0,2201.0,10.0,3.0,13.0,9.0,1.0,9.8,9.0,31.0,57.0,0.41,0.12,24.0,15.0,9.4,2.0,23.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,626.0,58.3,1222.0,66.1,57.1,52.5,20.0,34.0,9.0,36.0,54.0,55.6,44.4,31.0,30.0,10.0,35.0,10.0,46.0,39.1,0.74,0.2,0.5,39.9,2.13,0.41,0.0,1,True,False,False,False,9125000.0,16.118095750958314
Vasilios Zagaritis,380000.0,2159.0,19,178.0,1,0,0.0,0.0,0.597,0.5,180.0,0.0,0.0,0.0,0.0,0.0,2020,Parma,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.2511415525114153,1.1278538812785388,0.0,1.114611872146119,1.1077625570776257,30.639269406392692,70.67579908675799,0.05123287671232877,0.05155251141552511,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.67579908675799,22.465753424657535,57.84703196347032,33.20365296803653,30.639269406392692,21.684931506849313,3.8401826484018264,8.703196347031964,1.1278538812785388,12.484018264840183,24.585844748858445,0.16232876712328767,0.07324200913242009,0.25812785388127857,53.167123287671224,1.3666666666666667,0.13557077625570776,0.0,0,False,True,False,False,5156190.476190476,12.847929163278053
Manu Koné,9000000.0,3255.0,19,185.0,0,1,0.0,0.0,0.924,3.1885714285714286,875.0,0.0,0.0,0.0,0.0,0.0,2020,Bor. M'gladbach,13.0,875.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,14.0,25.0,0.0,0.0,35.0,20.0,43.3,1.0,14.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,378.0,80.7,1286.0,85.3,87.2,47.4,5.0,23.0,0.0,24.0,11.0,100.0,0.0,14.0,14.0,0.0,6.0,0.0,9.0,22.2,0.21,0.0,0.0,36.4,1.65,0.1,0.0,1,False,False,False,True,5506153.846153846,16.012735246411598
Youssef Maleh,800000.0,1794.0,22,179.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fiorentina,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345972,3.971563981042654,1.853080568720379,0.27488151658767773,2.0502369668246447,1.8085308056872038,33.67298578199052,90.32227488151659,0.10180094786729857,0.10473933649289101,35.312796208530806,19.876777251184834,41.18293838862559,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530803,0.4030805687203792,0.06658767772511849,0.1999052132701422,45.64218009478673,2.6354028436018955,0.24914691943127962,0.0,0,False,False,False,True,10146500.0,13.592368256649284
Morten Hjulmand,2500000.0,2890.0,21,185.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Lecce,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345972,3.971563981042654,1.853080568720379,0.27488151658767773,2.0502369668246447,1.8085308056872038,33.67298578199052,90.32227488151659,0.10180094786729857,0.10473933649289101,35.312796208530806,19.876777251184834,41.18293838862559,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530803,0.4030805687203792,0.06658767772511849,0.1999052132701422,45.64218009478673,2.6354028436018955,0.24914691943127962,0.0,0,False,False,False,True,1375000.0,14.731801689838349
Timothy Fosu-Mensah,1700000.0,365.0,22,185.0,0,1,0.0,0.0,1.0,2.6923076923076925,234.0,0.0,0.0,1.0,2.8337531486146097,794.0,2020,B. Leverkusen,3.0,136.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,82.2,239.0,81.8,80.8,85.7,2.0,2.0,1.0,2.0,2.0,50.0,50.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.3,1.99,0.0,0.0,1,False,True,False,False,10552777.777777778,14.346139397261565
