name,transfer_fee,days_left_on_contract,age,position,height_in_cm,is_left_footed,is_tier1_nation,adjusted_goals_season1,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_goals_season2,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,minutes_played_season2,season,to_club_name,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,has_advanced_stats
Nicolò Rovella,26000000.0,1794.0,19,Midfield,179.0,0,1,0.0,0.0,0.0,7.5,108.0,0.0,0.0,0.0,0.0,0.0,2020,Juventus,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,68.0,86.8,247.0,92.6,82.8,88.9,0.0,2.0,0.0,0.0,1.0,100.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Aleksandr Kokorin,4500000.0,1764.0,29,Attack,184.0,0,0,5.817,2.493,3.324,0.8191126279863481,879.0,1.194,0.0,0.0,4.251968503937007,127.0,2020,Fiorentina,25.50230414746544,1614.373271889401,6.548387096774194,2.43778801843318,8.986175115207374,5.774193548387097,0.7741935483870968,6.13778801843318,5.383410138248848,40.76958525345622,44.15668202764977,0.3770506912442396,0.1345622119815668,16.682027649769584,9.55299539170507,30.966820276497696,1.4930875576036866,12.497695852534562,6.534562211981567,13.202764976958523,0.1705069124423963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.8294930875576,501.2857142857143,69.48571428571428,1316.225806451613,78.78387096774193,70.95760368663593,54.36958525345622,21.797235023041477,24.3778801843318,15.40552995391705,17.72811059907834,48.50691244239631,47.04239631336406,47.28755760368664,40.76958525345622,26.64516129032258,17.22119815668203,27.483870967741936,6.548387096774194,41.68663594470046,37.65529953917051,0.8918433179723503,0.1404147465437788,0.3350230414746544,36.01520737327189,2.708617511520737,0.3321198156682028,0.0,0
Jeremie Frimpong,11000000.0,2890.0,20,Midfield,172.0,0,1,1.64,2.46,5.517,1.1489361702127658,1410.0,0.0,0.0,0.0,0.0,0.0,2020,B. Leverkusen,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345968,3.971563981042654,1.853080568720379,0.2748815165876777,2.0502369668246447,1.808530805687204,33.67298578199052,90.3222748815166,0.1018009478672985,0.104739336492891,35.312796208530806,19.876777251184837,41.1829383886256,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530807,0.4030805687203791,0.0665876777251184,0.1999052132701421,45.64218009478673,2.635402843601896,0.2491469194312796,0.0,0
Papu Gómez,6400000.0,365.0,32,Attack,167.0,0,1,7.135000000000001,16.138,9.6,1.5955678670360112,3610.0,8.926,9.937,11.391,1.2187020950434335,3914.0,2020,Sevilla FC,36.0,2842.0,7.0,16.0,23.0,7.0,0.0,7.8,7.8,241.0,276.0,0.22,0.51,27.0,13.0,28.9,0.0,24.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,1995.0,78.5,8167.0,89.5,80.2,51.6,101.0,153.0,95.0,12.0,107.0,58.9,41.1,241.0,192.0,51.0,41.0,7.0,95.0,43.2,1.3,0.07,0.17,19.0,6.3,0.92,0.0,1
Morgan Sanson,15800000.0,2524.0,26,Midfield,180.0,0,1,4.62,4.62,9.24,1.1939615736505031,2186.0,4.62,3.369,7.392,1.700118063754427,2541.0,2020,Aston Villa,27.0,2173.0,5.0,4.0,9.0,5.0,0.0,3.8,3.8,96.0,89.0,0.21,0.17,60.0,28.0,25.0,5.0,34.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,892.0,80.6,2245.0,88.0,81.7,62.9,31.0,53.0,18.0,15.0,64.0,62.5,37.5,96.0,69.0,19.0,56.0,5.0,39.0,30.8,0.5,0.13,0.42,26.5,3.44,0.21,0.0,1
Carlos Fernández,10000000.0,2159.0,24,Attack,185.0,1,1,11.999,3.712,5.5680000000000005,1.3968957871396896,2706.0,0.0,0.0,0.0,6.923076923076923,26.0,2020,Real Sociedad,34.0,2201.0,10.0,3.0,13.0,9.0,1.0,9.8,9.0,31.0,57.0,0.41,0.12,24.0,15.0,9.4,2.0,23.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,626.0,58.3,1222.0,66.1,57.1,52.5,20.0,34.0,9.0,36.0,54.0,55.6,44.4,31.0,30.0,10.0,35.0,10.0,46.0,39.1,0.74,0.2,0.5,39.9,2.13,0.41,0.0,1
Vasilios Zagaritis,380000.0,2159.0,19,Defender,178.0,1,0,0.0,0.0,0.597,0.5,180.0,0.0,0.0,0.0,0.0,0.0,2020,Parma,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.251141552511416,1.1278538812785388,0.0,1.114611872146119,1.1077625570776255,30.63926940639269,70.67579908675799,0.0512328767123287,0.0515525114155251,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.675799086758,22.46575342465753,57.84703196347032,33.20365296803653,30.63926940639269,21.684931506849317,3.8401826484018255,8.703196347031964,1.1278538812785388,12.484018264840184,24.58584474885845,0.1623287671232877,0.07324200913242,0.2581278538812785,53.16712328767124,1.3666666666666667,0.1355707762557077,0.0,0
Manu Koné,9000000.0,3255.0,19,Midfield,185.0,0,1,0.0,0.0,0.924,3.1885714285714286,875.0,0.0,0.0,0.0,0.0,0.0,2020,Bor. M'gladbach,13.0,875.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,14.0,25.0,0.0,0.0,35.0,20.0,43.3,1.0,14.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,378.0,80.7,1286.0,85.3,87.2,47.4,5.0,23.0,0.0,24.0,11.0,100.0,0.0,14.0,14.0,0.0,6.0,0.0,9.0,22.2,0.21,0.0,0.0,36.4,1.65,0.1,0.0,1
Youssef Maleh,800000.0,1794.0,22,Midfield,179.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Fiorentina,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345968,3.971563981042654,1.853080568720379,0.2748815165876777,2.0502369668246447,1.808530805687204,33.67298578199052,90.3222748815166,0.1018009478672985,0.104739336492891,35.312796208530806,19.876777251184837,41.1829383886256,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530807,0.4030805687203791,0.0665876777251184,0.1999052132701421,45.64218009478673,2.635402843601896,0.2491469194312796,0.0,0
Morten Hjulmand,2500000.0,2890.0,21,Midfield,185.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Lecce,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345968,3.971563981042654,1.853080568720379,0.2748815165876777,2.0502369668246447,1.808530805687204,33.67298578199052,90.3222748815166,0.1018009478672985,0.104739336492891,35.312796208530806,19.876777251184837,41.1829383886256,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530807,0.4030805687203791,0.0665876777251184,0.1999052132701421,45.64218009478673,2.635402843601896,0.2491469194312796,0.0,0
Timothy Fosu-Mensah,1700000.0,365.0,22,Defender,185.0,0,1,0.0,0.0,1.0,2.6923076923076925,234.0,0.0,0.0,1.0,2.8337531486146097,794.0,2020,B. Leverkusen,3.0,136.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,82.2,239.0,81.8,80.8,85.7,2.0,2.0,1.0,2.0,2.0,50.0,50.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.3,1.99,0.0,0.0,1
Étienne Capoue,2000000.0,365.0,32,Midfield,189.0,0,1,0.0,3.0,7.0,1.709726443768997,2632.0,2.194,3.0,7.596999999999999,1.560538116591928,3345.0,2020,Villarreal,30.0,2627.0,0.0,3.0,3.0,0.0,0.0,0.8,0.8,16.0,132.0,0.0,0.1,75.0,40.0,43.5,11.0,19.0,68.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,1465.0,80.5,6104.0,87.6,87.1,61.8,20.0,117.0,10.0,94.0,40.0,57.5,42.5,16.0,16.0,3.0,26.0,0.0,19.0,5.3,0.03,0.0,0.0,72.1,1.61,0.17,0.0,1
Joakim Maehle,13700000.0,2524.0,23,Defender,185.0,0,0,0.0,3.532,3.246,1.901651940069151,2603.0,1.766,6.803,10.932,1.1631663974151858,3714.0,2020,Atalanta BC,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.251141552511416,1.1278538812785388,0.0,1.114611872146119,1.1077625570776255,30.63926940639269,70.67579908675799,0.0512328767123287,0.0515525114155251,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.675799086758,22.46575342465753,57.84703196347032,33.20365296803653,30.63926940639269,21.684931506849317,3.8401826484018255,8.703196347031964,1.1278538812785388,12.484018264840184,24.58584474885845,0.1623287671232877,0.07324200913242,0.2581278538812785,53.16712328767124,1.3666666666666667,0.1355707762557077,0.0,0
Amad Diallo,21300000.0,3620.0,18,Attack,173.0,1,0,0.934,0.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,2020,Man Utd,3.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,68.4,41.0,70.0,83.3,0.0,1.0,1.0,1.0,0.0,2.0,50.0,50.0,3.0,2.0,2.0,0.0,1.0,1.0,100.0,3.33,1.0,1.0,0.0,6.67,0.0,0.0,1
Dominik Szoboszlai,36000000.0,2890.0,20,Midfield,187.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB Leipzig,23.872037914691944,1629.4691943127962,2.1279620853080567,1.8436018957345968,3.971563981042654,1.853080568720379,0.2748815165876777,2.0502369668246447,1.808530805687204,33.67298578199052,90.3222748815166,0.1018009478672985,0.104739336492891,35.312796208530806,19.876777251184837,41.1829383886256,4.028436018957346,16.872037914691944,19.38862559241706,19.70616113744076,0.4028436018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.1895734597157,874.3696682464455,80.14312796208532,3429.345971563981,87.40379146919432,84.3872037914692,62.35687203791469,20.886255924170616,72.30331753554502,15.317535545023697,35.86255924170616,36.161137440758296,54.88625592417062,38.032701421800944,33.67298578199052,28.165876777251185,5.947867298578199,18.175355450236967,2.1279620853080567,23.56872037914692,27.912796208530807,0.4030805687203791,0.0665876777251184,0.1999052132701421,45.64218009478673,2.635402843601896,0.2491469194312796,0.0,0
Joe Scally,1800000.0,2524.0,18,Defender,184.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,Bor. M'gladbach,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.251141552511416,1.1278538812785388,0.0,1.114611872146119,1.1077625570776255,30.63926940639269,70.67579908675799,0.0512328767123287,0.0515525114155251,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.675799086758,22.46575342465753,57.84703196347032,33.20365296803653,30.63926940639269,21.684931506849317,3.8401826484018255,8.703196347031964,1.1278538812785388,12.484018264840184,24.58584474885845,0.1623287671232877,0.07324200913242,0.2581278538812785,53.16712328767124,1.3666666666666667,0.1355707762557077,0.0,0
Frederik Alves,1600000.0,2890.0,21,Defender,195.0,0,0,0.0,0.85,0.597,2.587859424920128,1565.0,0.0,0.0,0.0,0.0,0.0,2020,West Ham,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.251141552511416,1.1278538812785388,0.0,1.114611872146119,1.1077625570776255,30.63926940639269,70.67579908675799,0.0512328767123287,0.0515525114155251,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.675799086758,22.46575342465753,57.84703196347032,33.20365296803653,30.63926940639269,21.684931506849317,3.8401826484018255,8.703196347031964,1.1278538812785388,12.484018264840184,24.58584474885845,0.1623287671232877,0.07324200913242,0.2581278538812785,53.16712328767124,1.3666666666666667,0.1355707762557077,0.0,0
Geoffrey Kondogbia,16000000.0,2524.0,27,Midfield,188.0,1,0,1.525,0.928,2.4530000000000003,1.9531914893617024,2350.0,0.928,1.856,6.431,1.0909090909090908,1980.0,2020,Atlético Madrid,27.0,1807.0,1.0,1.0,2.0,1.0,0.0,1.1,1.1,21.0,98.0,0.05,0.05,63.0,40.0,37.3,6.0,19.0,57.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,1117.0,83.7,4485.0,88.0,87.6,69.9,6.0,84.0,4.0,89.0,30.0,73.3,26.7,21.0,14.0,1.0,13.0,1.0,19.0,21.1,0.2,0.05,0.25,48.2,1.0,0.05,0.0,1
Terence Kongolo,4400000.0,2159.0,26,Defender,188.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.215282880235121,2722.0,2020,Fulham,23.374429223744293,1785.675799086758,1.1278538812785388,1.1232876712328768,2.251141552511416,1.1278538812785388,0.0,1.114611872146119,1.1077625570776255,30.63926940639269,70.67579908675799,0.0512328767123287,0.0515525114155251,33.84474885844749,20.420091324200914,54.0054794520548,10.310502283105023,12.69406392694064,26.50228310502283,58.602739726027394,0.7534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.4657534246576,1073.5479452054794,80.7470319634703,5655.442922374429,88.68401826484018,85.35114155251142,55.1716894977169,11.315068493150685,56.9634703196347,12.091324200913242,108.675799086758,22.46575342465753,57.84703196347032,33.20365296803653,30.63926940639269,21.684931506849317,3.8401826484018255,8.703196347031964,1.1278538812785388,12.484018264840184,24.58584474885845,0.1623287671232877,0.07324200913242,0.2581278538812785,53.16712328767124,1.3666666666666667,0.1355707762557077,0.0,0
