name,transfer_fee,days_left_on_contract,age,height_in_cm,is_left_footed,is_tier1_nation,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,season,to_club_name,Matches Played,Avg Mins per Match,Assists,Goals & Assists,Progressive Passes,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Passes blocked,Interceptions,Clearances,Errors made,Saves %,% Clean sheets,% Penalty saves,Passes Completed,Pass completion %,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries final 3rd,carries penalty area,Possessions lost,Total Shots,% Shots on target,Shots p 90,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,has_advanced_stats,to_club_name_encoded,transfer_fee_log,age_squared
Fernando Pacheco,2200000.0,0.0,0.6666666666666666,-0.7272727272727273,1,1,0.0,0.7748018356278683,0.6380827603447993,0.9136842105263158,0.0,1.3275699734657196,0.38686686474250165,2022,Espanyol,8.153846153846153,735.6923076923076,-1.0,-1.0,-1.0,-1.0,1.0769230769230769,0.46153846153846156,63.45897435897436,-1.0,-0.8205128205128205,7.153846153846153,-0.6153846153846154,-7.148717948717945,-6.535897435897436,22.692307692307693,50.974358974359006,-5.0461538461538495,4.216494845360939,0.5666666666666771,6.456410256410258,1.282051282051282,32.666666666666664,1.358974358974359,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,0.10846153846153847,-1.6610169491525424,-0.81025641025641,1,0.0,14.603968372873895,0.717948717948718
Diego Mariño,80000.0,-0.971689497716895,1.0,-1.0909090909090908,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,UD Almería,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.289794413577894,1.1153846153846154
Daniel Bentley,57000.0,0.3333333333333333,0.5,0.36363636363636365,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9596303363023717,10.950824090522445,0.5288461538461539
Yann Sommer,9000000.0,0.0,1.3333333333333333,-1.4545454545454546,0,0,0.925,0.8166875260742595,0.6334275086027449,0.9715789473684211,0.0,1.0522982110759223,0.5055381909843062,2022,Bayern Munich,7.153846153846153,652.6923076923076,18.5,18.5,3.333333333333333,18.5,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,2.1794871794871797,-2.8461538461538467,1.3846153846153846,-1.248717948717939,-6.035897435897436,25.192307692307693,497.974358974359,8.253846153846155,2.6082474226804413,0.36666666666667425,3.656410256410254,0.28205128205128205,-2.333333333333334,0.3589743589743589,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,-0.10153846153846155,-0.33898305084745767,-0.81025641025641,1,1.1188474811207367,16.012735246411598,1.5384615384615385
Jonas Omlin,9000000.0,0.3333333333333333,0.3333333333333333,-0.18181818181818182,0,0,0.0,1.0791823112223615,0.4736645613361406,0.7505263157894737,0.0,0.2141573226054952,0.630410696243226,2022,Bor. M'gladbach,3.1538461538461533,269.6923076923076,-1.0,-1.0,-1.0,-1.0,1.0769230769230769,0.46153846153846156,30.158974358974362,-1.0,-0.8205128205128205,1.1538461538461533,1.3846153846153846,5.951282051282064,6.364102564102566,10.192307692307692,243.974358974359,10.653846153846146,-5.030927835051783,0.5666666666666771,7.2564102564102555,-0.717948717948718,-9.333333333333334,-0.6410256410256411,2.588235294117647,4.782608695652174,-1.0,-1.0,-1.0,6.800000000000001,-1.0,-1.0,-1.0,28.244952893674476,-0.09153846153846154,1.4237288135593225,2.68974358974359,1,0.0,16.012735246411598,0.34615384615384615
Devis Vásquez,810000.0,-0.3333333333333333,-0.3333333333333333,0.7272727272727273,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,AC Milan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2437638956450816,13.60479076121576,-0.32051282051282054
Simon Simoni,600000.0,-0.3333333333333333,-1.3333333333333333,0.7272727272727273,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,E. Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.6796461779302367,13.304686600863562,-1.1282051282051282
Bartlomiej Dragowski,2450000.0,0.6675799086757991,-0.16666666666666666,0.0,0,0,0.0,0.15736337088026703,0.7639634124047688,0.08491228070175438,0.934,1.0170332962424036,0.45375637907884986,2022,Spezia Calcio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.034921975456091,14.711598990684092,-0.16346153846153846
Ivan Provedel,2550000.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0,1,0.0,0.9366708385481853,0.5872682387243182,0.8112280701754386,0.0,0.5373619789437645,0.617872807017544,2022,Lazio,5.153846153846153,443.6923076923076,-1.0,-1.0,3.333333333333333,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,1.1794871794871795,-0.8461538461538467,0.3846153846153846,3.951282051282064,1.3641025641025664,-14.807692307692308,137.974358974359,-6.5461538461538495,0.19587628865975082,-1.6333333333333258,-0.44358974358974734,-0.717948717948718,9.666666666666666,0.3589743589743589,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,38.0,37.99999999999999,38.0,28.244952893674476,-0.09153846153846154,-0.33898305084745767,0.68974358974359,1,0.5775879164892392,14.751604309291395,0.34615384615384615
Bernd Leno,3600000.0,0.3333333333333333,0.6666666666666666,-0.18181818181818182,0,1,0.0,0.012515644555694611,0.7978171896316507,0.0,0.0,2.0874775314559617,0.031890524578773734,2022,Fulham,-21.846153846153847,-1957.3076923076924,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.46153846153846156,63.45897435897436,-1.0,-0.8205128205128205,-9.846153846153847,-1.6153846153846154,-17.34871794871794,3.764102564102565,-14.807692307692308,-522.025641025641,-1.8461538461538538,4.216494845360939,1.6666666666666714,-1.4435897435897473,-0.717948717948718,-15.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.000000000000015,-0.16153846153846155,-1.6610169491525424,2.989743589743589,1,-2.009376019113394,15.096444681204078,0.717948717948718
Gabriel Slonina,9090000.0,-0.3607305936073059,-1.3333333333333333,0.36363636363636365,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5241899165793598,16.02268557616466,-1.1282051282051282
Agustín Marchesín,1050000.0,-0.16529680365296803,1.3333333333333333,-0.5454545454545454,0,1,0.0,-0.1543596161869003,1.3181005702541462,-0.12350877192982457,0.872,2.8994265171616878,-0.11365553306342788,2022,Celta de Vigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.864301674514206,1.5384615384615385
Predrag Rajković,2000000.0,0.6675799086757991,0.16666666666666666,0.0,0,0,0.0,1.5417605340008342,0.21758650626317744,1.0421052631578946,0.0,1.5817855002995806,0.2711933401099314,2022,RCD Mallorca,12.153846153846153,1102.6923076923076,-1.0,-1.0,1.1666666666666665,-1.0,1.0769230769230769,1.4615384615384617,30.158974358974362,4.571428571428571,0.17948717948717952,10.153846153846153,-0.6153846153846154,5.851282051282055,7.6641025641025635,1.892307692307691,299.974358974359,2.9538461538461576,1.8041237113402493,-0.9333333333333229,2.5564102564102527,0.28205128205128205,8.666666666666666,1.358974358974359,2.588235294117647,4.782608695652174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.713324360699932,0.048461538461538445,-1.6610169491525424,0.4897435897435898,1,-0.12111356196332175,14.508658238524095,0.16987179487179488
Arijanet Muric,3000000.0,0.6675799086757991,-0.3333333333333333,1.2727272727272727,0,0,0.0,0.964372131831456,0.2900370449925262,0.8171929824561404,0.0,0.5397586236411881,0.3834230462519936,2022,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.3393354314377612,14.914123179965662,-0.32051282051282054
André Ferreira,750000.0,0.3333333333333333,0.0,0.36363636363636365,0,1,0.0,1.5000417188151856,0.3322604757802574,1.0105263157894737,0.0,0.047076949413678,-0.6716008771929826,2022,Granada CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.932313672873625,13.527829818844937,0.0
Luís Maximiano,10500000.0,1.0009132420091325,-0.5,-0.18181818181818182,0,1,0.0,0.9296620775969964,0.526776214929363,0.9428070175438596,0.0,0.14927672686809898,-0.41887302096705187,2022,Lazio,9.153846153846153,818.6923076923076,-1.0,-1.0,1.1666666666666665,-1.0,2.0769230769230766,0.46153846153846156,13.45897435897436,-1.0,0.17948717948717952,5.153846153846153,0.3846153846153846,1.8512820512820554,-1.235897435897435,13.792307692307693,42.974358974359006,-13.446153846153848,4.216494845360939,-1.433333333333323,-8.343589743589746,-0.717948717948718,17.666666666666664,0.3589743589743589,7.176470588235294,4.782608695652174,-1.0,-1.0,-1.0,22.400000000000002,-1.0,-1.0,-1.0,13.232839838492687,-0.021538461538461534,-0.33898305084745767,-0.11025641025641075,1,-0.6883009206143569,16.166885910365842,-0.47115384615384615
Alessandro Sorrentino,800000.0,-0.3333333333333333,-1.0,-0.18181818181818182,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Monza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9880955859417004,13.592368256649284,-0.8846153846153846
Robin Olsen,3500000.0,-0.3333333333333333,1.0,0.9090909090909091,0,0,0.0,-0.1543596161869003,1.4868411261317125,-0.12631578947368421,0.0,0.34237781391765815,0.2350603070175439,2022,Aston Villa,-24.846153846153847,-2227.3076923076924,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,-10.846153846153847,-1.6153846153846154,-29.948717948717942,-21.235897435897435,-14.807692307692308,-573.025641025641,-14.746153846153845,4.216494845360939,1.6666666666666714,-9.243589743589745,-0.717948717948718,-15.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-76.73485868102337,0.8384615384615385,42.40677966101695,12.689743589743589,1,1.1573620335040495,15.068273812173887,1.1153846153846154
Etrit Berisha,300000.0,-0.971689497716895,1.1666666666666667,0.5454545454545454,1,0,0.0,0.4690863579474343,0.04615471344976493,0.18947368421052632,0.0,-0.10219977745442095,-0.6716008771929826,2022,Torino,-15.846153846153847,-1417.3076923076924,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,-6.846153846153847,-1.6153846153846154,15.451282051282064,18.764102564102565,18.49230769230769,-422.025641025641,-12.746153846153845,-12.670103092784064,1.6666666666666714,-10.343589743589746,-0.717948717948718,-9.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-76.73485868102337,-0.16153846153846155,-1.6610169491525424,-0.5102564102564102,1,0.0,12.611541086966115,1.3237179487179487
Alphonse Areola,9300000.0,0.3333333333333333,0.5,0.7272727272727273,0,1,0.0,0.4433875677930747,-0.008487416910975067,0.3368421052631579,0.0,1.4385003851750409,0.24945175438596523,2022,West Ham,-24.846153846153847,-2227.3076923076924,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,-9.846153846153847,-1.6153846153846154,-3.248717948717939,-21.235897435897435,-14.807692307692308,-577.025641025641,-15.446153846153848,4.216494845360939,1.6666666666666714,-8.043589743589742,-0.717948717948718,-15.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-76.73485868102337,-0.16153846153846155,-1.6610169491525424,1.4897435897435898,1,0.0,16.04552506565036,0.5288461538461539
Jesse Joronen,1250000.0,-0.3333333333333333,0.5,1.0909090909090908,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Venezia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.038654909278163,0.5288461538461539
Alberto Paleari,1300000.0,0.0,0.6666666666666666,0.36363636363636365,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,0.05769066164512541,0.3770674804481083,2022,Benevento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.077875591662238,0.717948717948718
Nick Pope,11500000.0,0.0,0.6666666666666666,1.2727272727272727,0,1,0.0,1.3475177304964538,0.3322604757802574,1.0105263157894737,0.0,1.780878199092699,0.127124451754386,2022,Newcastle,10.153846153846153,922.6923076923076,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,1.1794871794871795,19.153846153846153,1.3846153846153846,4.551282051282058,3.764102564102565,-14.807692307692308,-42.025641025640994,-16.846153846153847,-46.04123711340392,-2.7333333333333343,-1.2435897435897445,1.282051282051282,33.666666666666664,2.358974358974359,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,0.058461538461538454,-1.6610169491525424,2.3897435897435892,1,0.0,16.257857680289998,0.717948717948718
Lorenzo Montipò,1100000.0,0.0,0.0,0.0,0,1,0.0,0.4690863579474343,0.43303981148455906,0.9157894736842105,0.0,1.0170332962424036,0.7099780701754387,2022,Hellas Verona,8.153846153846153,742.6923076923076,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,0.17948717948717952,5.153846153846153,1.3846153846153846,-4.948717948717942,-9.435897435897434,18.49230769230769,-59.025641025640994,-12.54615384615385,4.216494845360939,-1.3333333333333286,-6.143589743589743,-0.717948717948718,6.666666666666666,-0.6410256410256411,2.588235294117647,4.782608695652174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.078061911171002,-0.07153846153846155,-1.6610169491525424,-1.0102564102564102,1,-0.6120496121435293,13.910821646859095,0.0
Guglielmo Vicario,8500000.0,0.6675799086757991,0.0,0.5454545454545454,0,1,0.0,0.9366708385481853,0.6918135070931797,1.0736842105263158,0.597,0.15989043909954634,0.31524122807017535,2022,FC Empoli,12.153846153846153,1102.6923076923076,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.46153846153846156,63.45897435897436,4.571428571428571,0.17948717948717952,10.153846153846153,-0.6153846153846154,-0.04871794871793611,-2.8358974358974365,13.792307692307693,443.974358974359,10.653846153846146,4.216494845360939,0.5666666666666771,2.5564102564102527,0.28205128205128205,-9.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.16150740242274,0.018461538461538446,-0.33898305084745767,0.5897435897435894,1,-2.530872936010738,15.955576839107596,0.0
Michele Di Gregorio,6000000.0,1.0009132420091325,-0.16666666666666666,-0.7272727272727273,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Monza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.8141195126194486,15.607270193858982,-0.16346153846153846
Samuele Perisan,650000.0,-0.3333333333333333,-0.16666666666666666,0.18181818181818182,1,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,FC Empoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0680808703088744,13.384729180332174,-0.16346153846153846
Matt Turner,5900000.0,-0.3333333333333333,0.3333333333333333,0.0,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8401943615002103,15.59046307836746,0.34615384615384615
Gavin Bazunu,14000000.0,-0.3333333333333333,-1.0,-0.5454545454545454,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2022,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.454567959008102,-0.8846153846153846
Matz Sels,8000000.0,0.0,0.8333333333333334,-0.5454545454545454,0,1,0.0,0.770796829370046,0.4895696390921492,1.0421052631578946,0.0,1.954121372935034,0.13120851114272164,2023,Nottm Forest,12.153846153846153,1102.6923076923076,-1.0,-1.0,-1.0,-1.0,3.0769230769230766,2.4615384615384617,63.45897435897436,-1.0,3.1794871794871797,12.153846153846153,-1.6153846153846154,1.8512820512820554,-5.435897435897434,-14.807692307692308,37.974358974359006,-2.5461538461538424,-2.2164948453609394,-0.5333333333333314,-2.5435897435897417,0.28205128205128205,1.666666666666666,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,-0.05153846153846155,-1.6610169491525424,0.9897435897435898,1,1.537784258071098,15.894952224644102,0.9134615384615384
Joe Gauci,1500000.0,0.33424657534246577,-0.5,0.5454545454545454,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2023,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9152214023452074,14.220976332738882,-0.47115384615384615
Marc Martínez,150000.0,-0.6666666666666666,1.1666666666666667,-0.9090909090909091,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2023,Granada CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.4927678365999111,11.918397239722838,1.3237179487179487
Franz Stolz,250000.0,0.0,-0.6666666666666666,0.36363636363636365,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2023,Genoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.9729312825260192,12.429220196836383,-0.6153846153846154
Ivo Grbic,2500000.0,-0.6666666666666666,0.16666666666666666,0.7272727272727273,0,1,0.0,0.0005006257822277852,0.40116839532597676,0.1968421052631579,0.0,0.520756654968758,0.1471125730994152,2023,Sheff Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.13553806649774672,14.731801689838349,0.16987179487179488
Hákon Rafn Valdimarsson,3000000.0,0.33424657534246577,-0.6666666666666666,0.7272727272727273,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2023,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8281484644232777,14.914123179965662,-0.6153846153846154
Horațiu Moldovan,800000.0,-0.6666666666666666,-0.16666666666666666,-0.36363636363636365,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2023,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4807967622262313,13.592368256649284,-0.16346153846153846
Ivor Pandur,2000000.0,0.0,-0.5,-0.7272727272727273,0,1,0.0,0.8408844388819359,0.5755514036638886,0.8210526315789474,0.0,0.0,0.7099780701754387,2023,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.508658238524095,-0.47115384615384615
Odysseas Vlachodimos,4900000.0,-0.971689497716895,0.5,0.0,0,0,0.0,3.3995828118481435,-0.06661650228080723,1.4519298245614034,0.0,2.0588889839938376,0.0988143179142621,2023,Nottm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.976245853808105,15.404745967162468,0.5288461538461539
Altay Bayındır,5000000.0,0.0,-0.16666666666666666,1.2727272727272727,0,0,0.0,1.6023362536503962,0.19054185576718932,1.0842105263157895,0.838,1.4345630403149878,0.0,2023,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.245051044690516,15.424948670398354,-0.16346153846153846
Christos Mandas,1300000.0,0.6675799086757991,-0.6666666666666666,-0.36363636363636365,0,0,0.0,0.8058406341259908,0.2465980404316012,0.47368421052631576,0.0,-0.10219977745442095,-0.6716008771929826,2023,Lazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.180199907089128,14.077875591662238,-0.6153846153846154
Dean Henderson,17500000.0,0.33424657534246577,0.0,-0.5454545454545454,0,1,0.0,0.8468919482686692,0.7061715409696535,0.41719298245614034,0.0,-0.10219977745442095,2.6353700074654727,2023,Crystal Palace,-7.846153846153847,-697.3076923076924,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,1.1538461538461533,-0.6153846153846154,-4.048717948717936,12.064102564102562,35.19230769230769,-173.025641025641,-4.646153846153851,4.216494845360939,0.5666666666666771,-4.943589743589747,-0.717948717948718,-4.333333333333334,0.3589743589743589,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,0.008461538461538465,-1.6610169491525424,1.68974358974359,1,-1.5897534017002062,16.677711496036597,0.0
