name,transfer_fee,days_left_on_contract,age,height_in_cm,is_left_footed,is_tier1_nation,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,season,to_club_name,Matches Played,Avg Mins per Match,Assists,Goals & Assists,Progressive Passes,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Passes blocked,Interceptions,Clearances,Errors made,Saves %,% Clean sheets,% Penalty saves,Passes Completed,Pass completion %,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries final 3rd,carries penalty area,Possessions lost,Total Shots,% Shots on target,Shots p 90,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,has_advanced_stats,to_club_name_encoded,transfer_fee_log,age_squared
Ivo Grbic,3500000.0,0.3333333333333333,-0.3333333333333333,0.7272727272727273,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2020,Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.1594302652987287,15.068273812173887,-0.32051282051282054
Aaron Ramsdale,20500000.0,1.3342465753424657,-0.6666666666666666,-0.18181818181818182,0,1,1.0,0.6800166875260744,0.5743499669829819,1.0105263157894737,0.0,-0.10219977745442095,0.47971491228070157,2020,Sheff Utd,11.153846153846153,1012.6923076923076,18.5,18.5,-1.0,18.5,3.0769230769230766,2.4615384615384617,63.45897435897436,-1.0,-0.8205128205128205,14.153846153846153,-0.6153846153846154,-0.4487179487179418,-7.735897435897435,1.892307692307691,76.974358974359,-8.54615384615385,-8.247422680412722,1.066666666666677,-9.643589743589743,1.282051282051282,4.666666666666666,0.3589743589743589,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.7792732166891014,-0.08153846153846155,-0.33898305084745767,-1.8102564102564105,1,-2.01756599015066,16.835935492889124,-0.6153846153846154
Alexander Schwolow,7000000.0,-0.971689497716895,0.3333333333333333,-0.18181818181818182,0,1,0.0,0.5627033792240302,0.3449054339033097,0.6182456140350877,0.925,0.6895489172301635,0.6382923700761338,2020,Hertha BSC,-1.8461538461538467,-226.30769230769238,-1.0,-1.0,1.1666666666666665,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,10.142857142857142,0.17948717948717952,-2.8461538461538467,1.3846153846153846,5.451282051282064,-4.535897435897436,-14.807692307692308,75.974358974359,1.0538461538461519,4.216494845360939,0.46666666666666856,-0.14358974358974308,-0.717948717948718,-5.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.248990578734907,-0.07153846153846155,-1.6610169491525424,-1.8102564102564105,1,0.20503882911000548,15.76142084987672,0.34615384615384615
Gregor Kobel,7200000.0,1.3342465753424657,-0.5,0.9090909090909091,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,0.47504921681075063,0.9242336288582419,2020,VfB Stuttgart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1188474811207367,15.789591722875162,-0.47115384615384615
Josep Martínez,2500000.0,1.6675799086757992,-0.6666666666666666,0.0,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2020,RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.731801689838349,-0.6153846153846154
Adam Davies,300000.0,0.3333333333333333,0.5,-1.0909090909090908,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,Sheff Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7609143616895948,12.611541086966115,0.5288461538461539
Andy Fisher,475000.0,-0.0273972602739726,-0.5,-0.36363636363636365,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.07107218827772,-0.47115384615384615
Maduka Okoye,5000000.0,1.0009132420091325,-0.6666666666666666,1.2727272727272727,0,0,0.0,1.2674176053400084,0.3828368642395678,0.7684210526315789,0.0,-0.10219977745442095,-0.6716008771929826,2021,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.424948670398354,-0.6153846153846154
Giorgi Mamardashvili,3850000.0,0.0,-0.8333333333333334,1.0909090909090908,1,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,Valencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.163583966004193,-0.7532051282051282
Oliver Christensen,3000000.0,1.0009132420091325,-0.6666666666666666,-0.18181818181818182,0,0,0.0,0.796328744263663,0.32928091281160854,0.631578947368421,0.0,1.2073953607806214,0.12546390013495257,2021,Hertha BSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7207579075322998,14.914123179965662,-0.6153846153846154
Aaron Ramsdale,28000000.0,1.0009132420091325,-0.5,-0.18181818181818182,0,1,0.0,0.7796412181894036,0.5353318804887699,1.168421052631579,1.0,0.7537447573397245,0.48593824087245147,2021,Arsenal,12.153846153846153,1102.6923076923076,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.46153846153846156,63.45897435897436,-1.0,1.1794871794871795,11.153846153846153,4.384615384615385,0.9512820512820639,-8.035897435897436,-14.807692307692308,-29.025641025640994,-18.64615384615385,-6.639175257732282,-0.03333333333333144,-8.943589743589747,1.282051282051282,28.666666666666664,0.3589743589743589,7.176470588235294,4.782608695652174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.41453566621803245,0.048461538461538445,-1.6610169491525424,0.4897435897435898,1,0.4473210604387772,17.147715103853763,-0.47115384615384615
Luís Maximiano,5500000.0,1.3342465753424657,-0.6666666666666666,-0.18181818181818182,0,1,0.0,0.09078014184397164,-0.3281487553806457,-0.07157894736842105,0.0,1.4927672686809896,0.1595012003179134,2021,Granada CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.7144280200014013,15.520258832020865,-0.6153846153846154
Stefanos Kapino,300000.0,0.0,0.16666666666666666,0.9090909090909091,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,0.7099780701754387,2021,Arm. Bielefeld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.611541086966115,0.16987179487179488
Vincenzo Fiorillo,600000.0,0.0,0.8333333333333334,-0.18181818181818182,1,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,Salernitana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.304686600863562,0.9134615384615384
Marco Silvestri,2200000.0,0.0,0.6666666666666666,0.0,0,1,0.0,0.9366708385481853,0.2709165323080739,0.9157894736842105,0.0,1.3368141744414963,0.1839640672782876,2021,Udinese,8.153846153846153,742.6923076923076,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,3.1538461538461533,-0.6153846153846154,2.551282051282058,-0.6358974358974336,-14.807692307692308,-158.025641025641,-22.246153846153845,4.216494845360939,-0.4333333333333229,-13.043589743589745,-0.717948717948718,3.666666666666666,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.248990578734877,-0.13153846153846155,-1.6610169491525424,-3.2102564102564104,1,1.4449999318235696,14.603968372873895,0.717948717948718
Frederik Rönnow,1000000.0,-0.971689497716895,0.5,-0.5454545454545454,0,0,0.0,0.0,1.1915451533459716,0.1736842105263158,0.0,0.1583497389369169,0.34155701754385964,2021,Union Berlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.815511557963774,0.5288461538461539
Jens Grahl,250000.0,0.3333333333333333,1.1666666666666667,0.18181818181818182,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,E. Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.157609598884351,12.429220196836383,1.3237179487179487
José Sá,8000000.0,0.6666666666666666,0.3333333333333333,0.18181818181818182,0,1,0.0,2.0273675427617857,0.0,1.0421052631578946,0.0,3.1461097320893607,-0.23101861444950966,2021,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6.884852075456492,15.894952224644102,0.34615384615384615
Boris Radunović,625000.0,0.0,-0.16666666666666666,0.5454545454545454,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,0.05769066164512541,1.1705043859649127,2021,Cagliari Calcio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.345508528717259,-0.16346153846153846
Rui Patrício,11800000.0,0.0,1.1666666666666667,-0.18181818181818182,1,1,0.0,1.5143929912390488,0.36950501288836896,1.0105263157894737,0.0,2.736454677736883,0.0322223601456473,2021,AS Roma,11.153846153846153,1011.6923076923076,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,0.17948717948717952,-7.846153846153847,1.3846153846153846,0.35128205128205536,5.764102564102565,-2.3076923076923084,-39.025641025640994,1.0538461538461519,1.0,-0.4333333333333229,3.7564102564102555,-0.717948717948718,-14.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.59219380888302,-0.11153846153846154,-1.6610169491525424,-1.4102564102564106,1,0.0,16.283610174181653,1.3237179487179487
Dominik Greif,2500000.0,0.3333333333333333,-0.3333333333333333,1.0909090909090908,0,0,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5202917945878902,14.731801689838349,-0.32051282051282054
Juan Musso,20500000.0,0.0,0.16666666666666666,0.0,0,1,0.0,1.092532332081769,0.40649882177849433,0.9887719298245614,0.0,2.136266369939228,0.24945175438596523,2021,Atalanta BC,9.153846153846153,829.6923076923076,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.46153846153846156,63.45897435897436,-1.0,0.17948717948717952,-2.8461538461538467,-0.6153846153846154,4.551282051282058,1.6641025641025635,-14.807692307692308,170.974358974359,7.653846153846146,4.216494845360939,-0.13333333333332575,6.656410256410254,-0.717948717948718,-9.333333333333334,-0.6410256410256411,2.588235294117647,4.782608695652174,-1.0,18.5,38.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,-0.13153846153846155,-1.6610169491525424,0.18974358974358996,1,0.0,16.835935492889124,0.16987179487179488
Daniel Klein,200000.0,0.0,-1.0,0.36363636363636365,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,FC Augsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.206077645517674,-0.8846153846153846
Alberto Paleari,2000000.0,0.3333333333333333,0.5,0.36363636363636365,0,1,0.0,0.0015018773466833556,0.4657574611978858,-0.012280701754385965,0.0,-0.10219977745442095,-0.6716008771929826,2021,Genoa,-22.846153846153847,-2111.3076923076924,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,-9.846153846153847,-1.6153846153846154,5.051282051282058,28.764102564102565,-14.807692307692308,-545.025641025641,-0.04615384615384244,4.216494845360939,1.6666666666666714,-12.343589743589746,-0.717948717948718,-13.333333333333334,-0.6410256410256411,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-76.73485868102337,-0.16153846153846155,-1.6610169491525424,-2.2102564102564104,1,-3.212890596358041,14.508658238524095,0.5288461538461539
Mike Maignan,16400000.0,0.3333333333333333,0.0,0.0,0,1,0.0,3.183312473925741,-0.05597334037929574,1.2947368421052632,0.0,1.7959428229050758,0.16633901692100075,2021,AC Milan,12.153846153846153,1102.6923076923076,-1.0,-1.0,7.666666666666666,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,-1.0,-0.8205128205128205,-3.8461538461538467,0.3846153846153846,9.451282051282064,34.06410256410256,35.19230769230769,180.974358974359,4.753846153846155,1.8041237113402493,1.1666666666666714,-0.3435897435897459,0.28205128205128205,-5.333333333333334,2.358974358974359,2.588235294117647,4.782608695652174,-1.0,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,18.69179004037698,-0.03153846153846154,-0.33898305084745767,0.2897435897435896,1,-2.1372078187585766,16.612791953770035,0.0
Gregor Kobel,15000000.0,1.0009132420091325,-0.3333333333333333,0.9090909090909091,0,0,0.0,0.7170629954109304,0.5141014510728015,0.9157894736842105,0.0,-0.10219977745442095,-0.6716008771929826,2021,Bor. Dortmund,7.153846153846153,652.6923076923076,-1.0,-1.0,-1.0,-1.0,1.0769230769230769,1.4615384615384617,63.45897435897436,-1.0,1.1794871794871795,-2.8461538461538467,-0.6153846153846154,-1.1487179487179446,-6.035897435897436,13.792307692307693,410.974358974359,14.653846153846146,4.216494845360939,0.2666666666666657,4.656410256410254,0.28205128205128205,-4.333333333333334,0.3589743589743589,2.588235294117647,4.782608695652174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6.713324360699903,-0.07153846153846155,-1.6610169491525424,-1.5102564102564102,1,0.0,16.52356082573315,-0.32051282051282054
Conan Ledesma,1800000.0,1.1689497716894977,0.3333333333333333,-1.4545454545454546,0,1,0.0,1.2393825615352525,0.38870922733473884,0.8526315789473684,0.0,-0.10219977745442095,-0.6716008771929826,2021,Cádiz CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.403297778421795,0.34615384615384615
Florian Müller,5000000.0,-0.971689497716895,-0.3333333333333333,-0.18181818181818182,1,1,0.0,0.7717980809345016,0.44219193208323154,0.8210526315789474,0.0,0.21449970041941285,0.7099780701754387,2021,VfB Stuttgart,5.153846153846153,472.6923076923076,-1.0,-1.0,-1.0,-1.0,-0.9230769230769231,-0.5384615384615384,-36.54102564102564,4.571428571428571,1.1794871794871795,-0.8461538461538467,-0.6153846153846154,2.051282051282058,-1.8358974358974365,18.49230769230769,313.974358974359,0.45384615384615756,1.4020618556700961,0.1666666666666714,-5.943589743589747,-0.717948717948718,5.666666666666666,0.3589743589743589,2.588235294117647,4.782608695652174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.244952893674476,0.18846153846153843,4.067796610169491,-3.51025641025641,1,1.7711523924646533,15.424948670398354,-0.32051282051282054
Diant Ramaj,100000.0,0.0,-1.0,-0.36363636363636365,0,1,0.0,-0.1543596161869003,-0.5802306833684733,-0.15789473684210525,0.0,-0.10219977745442095,-0.6716008771929826,2021,E. Frankfurt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.6112332391735396,11.51293546492023,-0.8846153846153846
