name,transfer_fee,market_value_in_eur,days_left_on_contract,age,position,height_in_cm,is_left_footed,is_tier1_nation,adjusted_goals_season1,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_goals_season2,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,minutes_played_season2,season,to_club_name
Wilfried Kanga,5000000.0,2200000.0,1064.0,24,Attack,189.0,0,0,0.0,0.0,0.0,0.0,0.0,1.676,0.0,1.762,2.1448999046711155,1049.0,2022,Hertha BSC
Daniel Samek,2000000.0,2000000.0,1064.0,18,Midfield,184.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Lecce
Enzo Ebosse,4000000.0,2000000.0,1794.0,23,Defender,185.0,1,0,0.0,0.0,2.7720000000000002,1.8591101694915255,1888.0,0.0,0.0,0.0,4.827586206896552,261.0,2022,Udinese Calcio
Nehuén Pérez,8000000.0,6000000.0,1064.0,22,Defender,186.0,0,1,0.0,0.934,2.465,1.6164817749603804,1893.0,0.0,0.0,2.388,2.452135493372607,1358.0,2022,Udinese
Kiko Femenía,980000.0,2500000.0,1064.0,31,Defender,174.0,0,1,0.0,5.0,2.0,2.344186046511628,2150.0,0.0,0.0,0.0,0.0,0.0,2022,Villarreal
Moi Gómez,1800000.0,8000000.0,1794.0,28,Attack,176.0,0,1,2.4530000000000003,2.4530000000000003,4.640000000000001,2.2552447552447554,1716.0,3.712,2.122,8.021,1.9096509240246407,2922.0,2022,CA Osasuna
Jules Koundé,50000000.0,60000000.0,1794.0,24,Defender,180.0,0,1,2.4530000000000003,0.928,13.855,0.8649225840896957,3746.0,3.05,0.928,17.833000000000002,1.0043668122270741,4122.0,2022,Barcelona
David Okereke,2500000.0,4500000.0,1064.0,25,Attack,181.0,0,0,6.538,0.934,1.868,2.6458429030776296,2177.0,3.532,0.883,0.0,2.3442808607021517,883.0,2022,Cremonese
Nahuel Molina,20000000.0,20000000.0,1794.0,24,Defender,175.0,0,1,7.135000000000001,4.67,5.604,1.7127468581687613,2785.0,1.868,4.67,2.802,2.2511724856696196,1919.0,2022,Atlético Madrid
Vitinho,1000000.0,1000000.0,1794.0,23,Defender,174.0,0,1,0.883,0.883,2.649,1.9736842105263157,2052.0,0.883,1.766,2.649,2.030430220356768,1906.0,2022,Burnley
Dwight McNeil,17000000.0,18000000.0,1794.0,23,Midfield,183.0,1,1,0.0,1.0,9.0,1.5327763496143958,3112.0,2.0,5.0,10.597,1.5517241379310345,3248.0,2022,Everton
Kevin Mbabu,5500000.0,9000000.0,1429.0,27,Defender,184.0,0,0,0.0,0.597,3.372,2.739571589627959,1774.0,0.0,0.925,8.922,1.282894736842105,1824.0,2022,Fulham
Ionuț Nedelcearu,900000.0,1000000.0,1794.0,26,Defender,190.0,0,0,0.0,0.0,0.0,0.0,0.0,0.822,0.831,3.0629999999999997,1.6552369077306732,3208.0,2022,Palermo
Elvis Rexhbecaj,1700000.0,4000000.0,1429.0,25,Midfield,182.0,1,0,0.0,1.194,6.4750000000000005,1.7658998646820028,2956.0,5.819,2.447,3.372,2.571428571428571,1995.0,2022,FC Augsburg
Lisandro Martínez,57370000.0,32000000.0,1794.0,24,Defender,175.0,1,1,0.852,3.153,13.719,0.7502500833611204,2999.0,2.556,0.852,10.056,1.0372881355932204,2950.0,2022,Man Utd
Min-jae Kim,19000000.0,14000000.0,2160.0,26,Defender,190.0,0,0,0.838,0.0,7.301,1.1481020535158681,3214.0,0.0,0.0,0.0,0.0,0.0,2022,Napoli
Chris Richards,12000000.0,7500000.0,1794.0,22,Defender,188.0,0,0,0.925,0.925,0.925,2.239685658153242,1527.0,0.0,1.85,2.7750000000000004,1.9233603537214443,1357.0,2022,Crystal Palace
Matteo Prati,55000.0,75000.0,2160.0,19,Midfield,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SPAL
Federico Bonazzoli,5000000.0,5000000.0,2160.0,25,Attack,185.0,1,1,10.534,0.0,1.5310000000000001,2.8197226502311246,1947.0,2.465,2.802,0.597,5.23489932885906,894.0,2022,Salernitana
Gianluca Scamacca,38600000.0,30000000.0,1794.0,23,Attack,195.0,0,1,14.944,0.597,1.5310000000000001,2.531371700562527,2311.0,9.86,1.868,0.934,2.572992700729927,1644.0,2022,West Ham
Mathys Tel,20000000.0,2000000.0,1064.0,17,Attack,183.0,0,1,0.0,0.0,0.0,14.4,50.0,0.0,0.0,0.0,0.0,0.0,2022,Bayern Munich
Gianluca Lapadula,1600000.0,2500000.0,1429.0,32,Attack,178.0,1,0,0.0,0.0,0.0,0.0,0.0,7.472,4.67,5.604,2.589424572317263,2572.0,2022,Cagliari Calcio
Luis Milla,5000000.0,5000000.0,1794.0,28,Midfield,175.0,0,1,2.7840000000000003,3.3810000000000002,6.496,1.6221837088388213,2885.0,0.928,1.525,4.575,1.649083842309828,1801.0,2022,Getafe
Sékou Mara,11500000.0,3000000.0,2525.0,20,Attack,183.0,0,1,5.5440000000000005,0.0,0.924,5.625,896.0,0.924,1.848,0.0,6.4,225.0,2022,Southampton
Leif Davis,1200000.0,800000.0,2160.0,23,Defender,182.0,1,1,0.0,0.0,0.0,1.0344827586206897,174.0,0.0,0.0,0.0,10.112359550561797,89.0,2022,Ipswich
Ozan Kabak,7000000.0,10000000.0,1429.0,22,Defender,187.0,0,0,0.0,0.0,2.597,2.396449704142012,1014.0,0.0,0.0,5.716,1.8995356690586744,2369.0,2022,TSG Hoffenheim
Predrag Rajković,2000000.0,9000000.0,2160.0,27,Goalkeeper,191.0,0,0,0.0,0.0,10.164,1.1578947368421053,3420.0,0.0,0.0,9.837,1.3648068669527897,3495.0,2022,RCD Mallorca
Oleksandr Zinchenko,35000000.0,25000000.0,1429.0,26,Defender,175.0,1,0,0.0,4.5969999999999995,6.194,1.4871794871794872,1755.0,0.0,0.597,10.985,0.7953488372093024,2150.0,2022,Arsenal
Vedat Muriqi,8020000.0,7000000.0,1794.0,28,Attack,194.0,1,0,4.640000000000001,3.718,3.3810000000000002,2.25705329153605,1914.0,1.5310000000000001,0.597,1.868,3.730964467005076,1182.0,2022,RCD Mallorca
Arijanet Muric,3000000.0,2600000.0,2160.0,24,Goalkeeper,198.0,0,0,0.0,0.0,6.704,1.263044260525369,2779.0,0.0,0.0,3.75,1.5272727272727273,1650.0,2022,Burnley
Dodô,15400000.0,20000000.0,1794.0,24,Defender,166.0,0,1,0.0,3.1,5.844,1.0204081632653061,2205.0,1.55,5.425,11.51,1.121212121212121,2970.0,2022,Fiorentina
Harry Toffolo,2400000.0,2500000.0,1064.0,27,Defender,183.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Nottm Forest
André Ferreira,750000.0,900000.0,1794.0,26,Goalkeeper,193.0,0,1,0.0,0.0,9.914,1.3243243243243243,3330.0,0.0,0.0,0.872,0.0,90.0,2022,Granada CF
Doğukan Sinik,4000000.0,4000000.0,1064.0,23,Attack,180.0,0,0,2.514,5.866,6.704,1.559792027729636,2308.0,0.838,0.838,2.514,2.6586433260393876,914.0,2022,Hull City
Bremer,46900000.0,35000000.0,2525.0,25,Defender,188.0,0,1,2.802,0.934,7.472,1.0266159695817492,2893.0,4.67,0.934,7.472,1.7792421746293243,3035.0,2022,Juventus
Lewis O'Brien,9400000.0,3500000.0,883.0,24,Midfield,173.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Nottm Forest
Robert Lewandowski,45000000.0,45000000.0,1429.0,34,Attack,185.0,0,0,41.33,5.491,12.563,1.1233150274588117,4006.0,42.104,7.6690000000000005,8.266,1.5137208616110946,3389.0,2022,Barcelona
Morten Thorsby,3000000.0,7000000.0,1429.0,26,Midfield,188.0,0,0,3.399,0.934,6.538,1.8839200761179828,3153.0,2.802,0.934,5.604,1.6938110749185669,2763.0,2022,Union Berlin
Matthijs de Ligt,67000000.0,70000000.0,2525.0,23,Defender,189.0,0,1,2.802,0.934,13.259,1.0972636141966947,3691.0,0.934,0.934,5.19,1.0549229738780979,2986.0,2022,Bayern Munich
Takefusa Kubo,6500000.0,7500000.0,2525.0,21,Attack,173.0,1,0,1.525,2.122,3.3810000000000002,2.594686263425664,1769.0,1.525,2.719,4.309,2.5369127516778525,1490.0,2022,Real Sociedad
Djed Spence,14700000.0,8000000.0,2160.0,22,Defender,184.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tottenham
Kaiky,7000000.0,8000000.0,2160.0,18,Defender,182.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,UD Almería
Adam Masina,5000000.0,3000000.0,1429.0,28,Defender,191.0,1,1,0.0,1.0,1.0,2.7602230483271377,1076.0,0.0,0.0,0.0,0.0,0.0,2022,Udinese
Leo Østigård,5500000.0,5000000.0,1064.0,23,Defender,183.0,0,0,0.597,0.0,3.736,1.5980629539951574,1239.0,0.0,0.0,0.0,2.0,90.0,2022,Napoli
Brandon Aguilera,950000.0,125000.0,1794.0,19,Midfield,179.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Nottm Forest
Mattias Svanberg,9500000.0,15000000.0,1794.0,23,Midfield,185.0,0,0,2.802,2.802,9.34,2.0533642691415315,2586.0,4.67,1.868,2.802,2.9393468118195956,1929.0,2022,VfL Wolfsburg
Giuseppe Caso,1350000.0,1200000.0,1064.0,24,Attack,172.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88679245283019,53.0,2022,Frosinone
Thomas Henry,5230000.0,5000000.0,1064.0,28,Attack,191.0,0,1,11.055,2.802,1.868,2.529691211401425,2526.0,18.543,5.298,4.415,1.7164447643037064,2779.0,2022,Hellas Verona
Daniele Ghilardi,380000.0,250000.0,365.0,19,Defender,189.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Hellas Verona
Domagoj Bradarić,5000000.0,3500000.0,1064.0,23,Defender,178.0,1,1,0.0,0.0,0.0,5.082352941176471,425.0,0.924,2.4450000000000003,7.989000000000001,1.4229249011857708,1771.0,2022,Salernitana
Antoine Makoumbou,1920000.0,800000.0,1429.0,24,Midfield,187.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Cagliari
Gabriel Sara,10500000.0,6500000.0,2525.0,23,Midfield,177.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Norwich
Jaka Bijol,4000000.0,3500000.0,1794.0,23,Defender,190.0,0,0,0.831,2.493,8.309999999999999,1.047323506594259,2578.0,0.0,0.0,0.0,6.0,105.0,2022,Udinese Calcio
Andrea Cambiaso,13300000.0,5000000.0,2525.0,22,Defender,182.0,0,1,0.934,3.736,2.802,2.057142857142857,1925.0,0.0,0.0,0.0,0.0,0.0,2022,Juventus
Raheem Sterling,56200000.0,70000000.0,1034.0,28,Attack,170.0,0,1,15.388,7.194,13.791,1.330354073564799,2909.0,11.193999999999999,9.791,17.582,0.79155672823219,3411.0,2022,Chelsea
Tonny Vilhena,2500000.0,5000000.0,1064.0,27,Midfield,175.0,1,1,2.59,1.759,4.946,1.8402282453637662,2103.0,2.259,2.856,3.921,2.2901785714285716,2240.0,2022,Espanyol
Luís Maximiano,10500000.0,12000000.0,2525.0,23,Goalkeeper,190.0,0,1,0.0,0.0,6.496,1.606630538731272,3137.0,0.0,0.0,1.4689999999999999,0.3658536585365854,246.0,2022,Lazio
Raphinha,58000000.0,45000000.0,1794.0,26,Attack,176.0,1,1,11.0,3.0,5.0,2.3045822102425877,2968.0,6.9239999999999995,10.848,9.0,1.5733143061006065,2803.0,2022,Barcelona
Alessandro Sorrentino,800000.0,500000.0,1064.0,20,Goalkeeper,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Monza
Josh Doig,3400000.0,3000000.0,2160.0,20,Defender,189.0,1,0,0.0,1.4169999999999998,8.796999999999999,1.3328396890040726,2701.0,0.82,3.28,7.754,1.1480637813211845,2195.0,2022,Hellas Verona
Josh Cullen,3000000.0,5000000.0,1429.0,26,Midfield,175.0,0,0,0.0,0.0,9.427,1.1124190700412007,3398.0,0.0,0.883,5.298,1.0828025477707006,1413.0,2022,Burnley
Angelo Fulgini,6000000.0,12000000.0,1794.0,26,Midfield,182.0,0,1,4.62,3.696,5.5440000000000005,1.6779661016949154,2950.0,6.468,2.7720000000000002,7.392,1.6745713243341847,2741.0,2022,1.FSV Mainz 05
Federico Baschirotto,280000.0,450000.0,1429.0,26,Defender,187.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Lecce
Lewis Ferguson,2000000.0,2000000.0,2160.0,23,Midfield,181.0,0,0,10.364999999999998,0.82,3.877,1.3541666666666665,3456.0,7.157,3.877,14.091,0.9749303621169917,3231.0,2022,Bologna
Nathan Collins,24300000.0,10000000.0,2525.0,21,Defender,193.0,0,0,2.0,0.0,5.0,1.401197604790419,1670.0,0.0,0.0,0.0,0.0,0.0,2022,Wolves
Kristian Thorstvedt,10150000.0,5000000.0,1794.0,23,Midfield,189.0,1,0,4.415,1.766,5.895,1.897590361445783,2656.0,2.649,1.766,2.649,2.0026178010471205,1528.0,2022,Sassuolo
Mario Gila,6000000.0,500000.0,1794.0,22,Defender,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Lazio
Keane Lewis-Potter,19000000.0,12000000.0,3255.0,21,Attack,170.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Brentford
Oscar Vilhelmsson,1200000.0,2000000.0,1429.0,19,Attack,188.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Darmstadt 98
Andreas Pereira,9500000.0,7500000.0,1429.0,26,Midfield,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.934,3.0620000000000003,0.0,5.723192019950124,802.0,2022,Fulham
Domingos Duarte,750000.0,8000000.0,1429.0,27,Defender,192.0,0,1,0.928,0.0,3.712,1.9182948490230907,1689.0,0.928,0.0,6.431,1.9565217391304348,3220.0,2022,Getafe
Diego Valencia,2500000.0,900000.0,1429.0,22,Attack,185.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Salernitana
Cheick Doucouré,22600000.0,15000000.0,2525.0,22,Midfield,180.0,0,0,0.924,3.696,7.392,1.2211668928086838,2948.0,1.848,0.924,5.5440000000000005,1.606532472464869,2633.0,2022,Crystal Palace
Marko Milovanovic,3500000.0,1200000.0,2160.0,19,Attack,197.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,UD Almería
Omar Richards,8500000.0,7000000.0,1064.0,24,Defender,174.0,1,1,0.0,0.597,1.522,1.7187500000000002,576.0,0.0,0.0,0.0,0.0,0.0,2022,Nottm Forest
Neco Williams,20000000.0,8000000.0,1429.0,21,Defender,183.0,0,0,0.0,1.0,0.597,2.2661870503597124,278.0,0.0,0.597,1.597,2.1465076660988074,587.0,2022,Nottm Forest
Josha Vagnoman,3700000.0,3000000.0,1429.0,22,Defender,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,VfB Stuttgart
Joe Aribo,7100000.0,10000000.0,1429.0,26,Midfield,183.0,1,0,7.157,6.710999999999999,14.241999999999999,1.0927634774162216,4118.0,5.5169999999999995,5.071,15.953999999999999,0.8324084350721421,2703.0,2022,Southampton
Allahyar Sayyadmanesh,4500000.0,2500000.0,1429.0,21,Attack,180.0,0,0,0.0,0.0,0.0,0.0,0.0,4.472,2.325,2.922,1.6930022573363432,1329.0,2022,Hull City
Aaron Hickey,14250000.0,18000000.0,2160.0,20,Defender,185.0,0,0,4.67,0.934,10.274000000000001,1.6831333803810868,2834.0,0.0,0.0,0.934,2.6335877862595423,786.0,2022,Brentford
Luca de la Torre,1400000.0,850000.0,1429.0,24,Midfield,177.0,0,0,0.852,1.4489999999999998,6.816,1.4942926323071601,2891.0,0.852,2.301,5.9639999999999995,1.8924383340072788,2473.0,2022,Celta de Vigo
Ermedin Demirovic,2100000.0,6000000.0,2160.0,24,Attack,185.0,0,0,2.447,3.372,1.85,4.32,1125.0,4.625,9.25,1.85,2.563106796116505,1545.0,2022,FC Augsburg
Nicolò Casale,8000000.0,7500000.0,1064.0,24,Defender,191.0,0,1,0.0,1.868,2.802,1.9617590822179731,2615.0,0.0,0.0,0.0,2.5,180.0,2022,Lazio
Marcão,13000000.0,14000000.0,1794.0,26,Defender,185.0,1,1,0.597,0.597,8.013,1.3668850506253722,3358.0,0.597,0.597,14.843,0.7980549199084668,3496.0,2022,Sevilla FC
Samuel Lino,6500000.0,7000000.0,1794.0,23,Attack,177.0,0,1,10.464,4.36,9.592,1.376505043931012,3073.0,7.848,0.0,6.104,1.7839444995044598,2018.0,2022,Atlético Madrid
Marc Cardona,250000.0,500000.0,1429.0,27,Attack,182.0,0,1,1.704,1.704,1.4489999999999998,3.5593220338983054,885.0,0.0,0.0,0.0,7.2,50.0,2022,UD Las Palmas
Junior Messias,6200000.0,6000000.0,1064.0,31,Attack,174.0,1,1,5.267,2.465,5.267,1.435897435897436,1755.0,8.406,4.333,2.802,2.5151883353584448,3292.0,2022,AC Milan
Samuele Birindelli,1600000.0,2500000.0,1429.0,23,Defender,176.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Monza
Flynn Downes,10650000.0,2000000.0,2160.0,23,Midfield,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,West Ham
Luis Sinisterra,25000000.0,25000000.0,365.0,23,Attack,172.0,0,0,13.209,7.755,11.76,1.1343283582089552,3015.0,3.153,5.709,4.26,2.017353579175705,1383.0,2022,Leeds
Sébastien Haller,31000000.0,35000000.0,1064.0,28,Attack,190.0,0,0,25.653,7.1579999999999995,18.576,0.824270177447052,3494.0,13.565999999999999,5.454,9.561,1.053191489361702,2820.0,2022,Bor. Dortmund
Carlton Morris,2000000.0,1000000.0,365.0,27,Attack,185.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Luton
Moussa Niakhaté,13800000.0,18000000.0,2160.0,26,Defender,190.0,1,1,3.7,0.0,7.4,1.69449378330373,2815.0,2.7750000000000004,0.925,4.625,1.550211244718882,3077.0,2022,Nottm Forest
Brais Méndez,14000000.0,18000000.0,2160.0,25,Midfield,184.0,1,1,4.309,5.237,12.992,1.205607476635514,3210.0,8.352,0.0,8.949,1.7182997118155618,2776.0,2022,Real Sociedad
Tyler Adams,17000000.0,17000000.0,2160.0,23,Midfield,175.0,0,0,0.0,0.925,6.088,1.8349514563106797,2060.0,0.925,0.925,11.041,1.1514651258770119,2423.0,2022,Leeds
Anel Ahmedhodzic,4500000.0,6000000.0,1429.0,23,Defender,190.0,0,0,0.0,0.924,1.521,2.1061429168407857,2393.0,0.0,0.0,0.0,0.0,0.0,2022,Sheff Utd
Matteo Lovato,7000000.0,7000000.0,1064.0,22,Defender,188.0,0,1,0.0,0.934,0.934,1.8691000629326622,1589.0,0.0,0.0,3.736,1.6931982633863967,1382.0,2022,Salernitana
Víctor Chust,1000000.0,2500000.0,2160.0,22,Defender,184.0,0,1,0.0,0.0,8.287,1.338440739071654,2219.0,0.0,0.0,0.928,0.8411214953271028,214.0,2022,Cádiz CF
Éderson,22900000.0,13000000.0,1794.0,23,Midfield,183.0,0,1,1.868,0.934,0.934,1.7187500000000002,1152.0,0.0,0.0,0.0,0.0,0.0,2022,Atalanta BC
Roméo Lavia,22260000.0,2000000.0,2890.0,18,Midfield,181.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Southampton
Sargis Adamyan,2000000.0,3500000.0,1429.0,29,Attack,184.0,0,0,5.34,0.597,1.766,3.3169533169533167,814.0,3.044,1.85,0.0,5.7073170731707314,615.0,2022,1.FC Köln
Zeki Çelik,7400000.0,18000000.0,1429.0,25,Defender,180.0,0,0,1.848,2.7720000000000002,9.183,1.3130699088145896,3290.0,3.369,2.7720000000000002,16.305,0.6615214994487321,2721.0,2022,AS Roma
Samuel Bastien,800000.0,2200000.0,1794.0,26,Midfield,175.0,0,0,0.883,0.883,4.415,2.044321329639889,1805.0,3.532,0.883,6.181,1.5487571701720841,2615.0,2022,Burnley
Tyrell Malacia,15000000.0,17000000.0,1064.0,23,Defender,169.0,1,1,0.852,3.408,12.015,1.0144508670520231,3460.0,0.0,0.852,10.224,1.2942090944422853,2573.0,2022,Man Utd
Ritsu Doan,8500000.0,8000000.0,1794.0,24,Attack,172.0,1,0,8.01,1.4489999999999998,4.602,1.64969450101833,1964.0,4.625,2.7750000000000004,9.25,1.6655027932960895,2864.0,2022,SC Freiburg
Lorenzo Milani,50000.0,300000.0,2160.0,21,Defender,178.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Pescara
João Palhinha,24900000.0,25000000.0,2160.0,27,Midfield,190.0,0,1,2.616,0.0,9.317,1.207603428997391,2683.0,0.872,0.0,14.549,0.7020802377414561,2692.0,2022,Fulham
Rolando Mandragora,8200000.0,10000000.0,1429.0,25,Midfield,183.0,1,1,0.597,1.868,3.736,1.361842105263158,1520.0,2.802,0.934,3.736,2.1104742053152683,1919.0,2022,Fiorentina
Kalvin Phillips,49000000.0,50000000.0,1064.0,27,Midfield,179.0,0,1,0.0,1.0,3.0,1.5235109717868338,1595.0,1.0,2.0,9.0,1.4291385470424771,2519.0,2022,Man City
Gabriel Jesus,52200000.0,50000000.0,1794.0,25,Attack,175.0,0,1,10.985,10.791,12.193999999999999,1.267605633802817,2556.0,11.388,4.0,13.388,0.8801159000362188,2761.0,2022,Arsenal
Brian Bayeye,700000.0,100000.0,1064.0,22,Defender,182.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Torino
Giulian Biancone,10000000.0,4000000.0,1064.0,22,Defender,187.0,0,1,0.924,1.848,5.5440000000000005,1.845549738219895,2292.0,0.883,0.0,2.649,1.424223980523433,1643.0,2022,Nottm Forest
Ko Itakura,5000000.0,5000000.0,1429.0,25,Defender,188.0,0,0,0.0,0.0,0.0,0.0,0.0,0.852,0.852,10.224,1.1142857142857143,3150.0,2022,Bor. M'gladbach
Jessic Ngankam,2000000.0,2000000.0,1064.0,22,Attack,184.0,0,1,1.85,0.925,0.0,3.1578947368421053,342.0,1.85,0.0,0.925,8.210526315789474,285.0,2022,Hertha BSC
Nahuel Estévez,1290000.0,1400000.0,1429.0,27,Midfield,181.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.802,3.736,2.639869636067355,1841.0,2022,Parma
Massimo Coda,1500000.0,1500000.0,1429.0,34,Attack,184.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Genoa
Sebastian Polter,1500000.0,2200000.0,1429.0,31,Attack,192.0,0,1,9.847000000000001,2.447,6.4750000000000005,2.125147579693034,2541.0,0.0,0.0,0.0,0.0,0.0,2022,FC Schalke 04
Mario Götze,3000000.0,10000000.0,1429.0,30,Midfield,176.0,0,1,7.587,6.393,8.693999999999999,1.2711160343395183,3611.0,4.856999999999999,5.709,6.561,1.234128999492128,1969.0,2022,E. Frankfurt
Robin Olsen,3500000.0,2000000.0,1064.0,32,Goalkeeper,196.0,0,0,0.0,0.0,0.0,3.0,90.0,0.0,0.0,2.597,1.3125,960.0,2022,Aston Villa
Etrit Berisha,300000.0,800000.0,365.0,33,Goalkeeper,194.0,1,0,0.0,0.0,3.736,0.9090909090909092,990.0,0.0,0.0,0.0,0.0,0.0,2022,Torino
Philippe Coutinho,20000000.0,20000000.0,1064.0,30,Midfield,172.0,0,1,6.856,3.0,6.0,2.0790554414784395,1948.0,2.4530000000000003,1.856,4.309,1.3636363636363638,792.0,2022,Aston Villa
Francesco Caputo,4000000.0,2500000.0,365.0,35,Attack,181.0,0,1,10.274000000000001,6.538,6.538,2.02874877491016,3061.0,10.274000000000001,7.472,0.934,2.276470588235294,1700.0,2022,Sampdoria
Dominik Kohr,1500000.0,5000000.0,1429.0,28,Midfield,183.0,0,1,0.0,2.7750000000000004,4.625,1.9313304721030042,1864.0,0.925,1.85,3.7,1.9938461538461538,1625.0,2022,1.FSV Mainz 05
Alphonse Areola,9300000.0,8000000.0,1794.0,29,Goalkeeper,195.0,0,1,0.0,0.0,3.582,0.8297872340425532,1410.0,0.0,0.0,9.0,1.3333333333333335,3240.0,2022,West Ham
Willian José,10000000.0,12000000.0,1429.0,31,Attack,186.0,0,1,9.546000000000001,4.309,7.093,2.3430962343096233,2151.0,5.575,1.928,7.453,1.6502115655853313,2127.0,2022,Real Betis
Alessandro Florenzi,3150000.0,5500000.0,1064.0,31,Defender,173.0,0,1,1.868,0.0,5.267,1.7124735729386893,1419.0,1.848,0.924,8.586,1.177432542927228,2446.0,2022,AC Milan
Mehdi Bourabia,1650000.0,900000.0,1064.0,31,Midfield,183.0,0,1,0.934,0.0,0.0,4.472049689440993,322.0,0.934,0.0,0.934,3.4548944337811895,521.0,2022,Spezia Calcio
Jesse Joronen,1250000.0,1400000.0,1064.0,29,Goalkeeper,197.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Venezia
Gianluca Caprari,5000000.0,10000000.0,1429.0,29,Attack,171.0,0,1,11.208,6.538,3.736,1.7282608695652175,2760.0,4.67,5.604,4.67,2.545357524012807,1874.0,2022,Hellas Verona
Alberto Paleari,1300000.0,1000000.0,1429.0,30,Goalkeeper,193.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934,1.5180722891566265,415.0,2022,Benevento
Philipp Förster,500000.0,2500000.0,365.0,27,Midfield,188.0,1,1,1.85,0.925,2.447,3.223374175306315,1061.0,2.7750000000000004,0.925,3.7,2.4890006285355124,1591.0,2022,VfL Bochum
Petar Stojanović,1200000.0,3000000.0,1064.0,27,Defender,178.0,0,0,0.934,0.934,7.135000000000001,1.8823529411764706,3060.0,0.0,0.0,0.0,0.0,0.0,2022,FC Empoli
Nick Pope,11500000.0,15000000.0,1429.0,30,Goalkeeper,198.0,0,1,0.0,0.0,9.0,1.3243243243243243,3330.0,0.0,0.0,11.0,1.15625,2880.0,2022,Newcastle
Lucas Alario,6000000.0,8000000.0,1248.0,30,Attack,185.0,0,1,6.147,0.0,1.522,4.4188376753507015,998.0,12.563,3.372,1.85,2.123411978221416,1653.0,2022,E. Frankfurt
Jordy de Wijs,900000.0,1200000.0,1064.0,27,Defender,189.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,F. Düsseldorf
Jérémie Boga,22000000.0,19000000.0,1794.0,25,Attack,172.0,0,0,1.194,3.399,2.802,2.5728987993138936,1749.0,3.736,1.868,5.604,2.0087098530212306,1837.0,2022,Atalanta BC
Iván Sánchez,100000.0,800000.0,1064.0,30,Attack,169.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Real Valladolid
Srdjan Babic,1100000.0,2000000.0,1429.0,26,Defender,194.0,1,0,0.0,0.0,0.0,0.0,0.0,0.872,1.744,4.36,1.5543386689132266,2374.0,2022,UD Almería
