name,transfer_fee,market_value_in_eur,days_left_on_contract,age,position,height_in_cm,is_left_footed,is_tier1_nation,adjusted_goals_season1,adjusted_assists_season1,adjusted_clean_sheet_season1,goals_conceded_per_90_season1,minutes_played_season1,adjusted_goals_season2,adjusted_assists_season2,adjusted_clean_sheet_season2,goals_conceded_per_90_season2,minutes_played_season2,season,to_club_name
Lorenzo Tonelli,2400000.0,2000000.0,365.0,31,Defender,183.0,0,1,0.934,0.0,3.736,1.7307692307692308,1872.0,0.0,0.0,0.934,2.2978723404255317,705.0,2021,FC Empoli
Jurgen Ekkelenkamp,3000000.0,3200000.0,2890.0,21,Midfield,188.0,0,1,2.556,2.301,2.301,2.179176755447942,826.0,1.4489999999999998,0.852,0.0,2.2429906542056073,321.0,2021,Hertha BSC
Pape Matar Sarr,16900000.0,10000000.0,3255.0,19,Midfield,184.0,0,1,2.7720000000000002,0.0,1.848,2.0338983050847457,1593.0,0.0,0.0,0.0,0.0,0.0,2021,Tottenham
Isaac Success,1800000.0,1800000.0,365.0,25,Attack,182.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.967741935483871,155.0,2021,Udinese Calcio
Oliver Christensen,3000000.0,1500000.0,2525.0,22,Goalkeeper,190.0,0,0,0.0,0.0,5.697,1.32,2250.0,0.0,0.0,7.6499999999999995,1.1538461538461537,2340.0,2021,Hertha BSC
Emil Holm,2700000.0,700000.0,2525.0,21,Defender,191.0,0,0,1.194,0.0,0.0,2.9647058823529413,425.0,0.0,0.0,0.0,0.0,0.0,2021,Spezia Calcio
Amine Adli,7500000.0,6000000.0,2525.0,21,Attack,180.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.285714285714285,42.0,2021,B. Leverkusen
Thomas Delaney,6000000.0,15000000.0,1794.0,30,Midfield,182.0,1,0,0.925,3.3129999999999997,7.013,1.5157032316795631,2197.0,0.0,0.0,6.744,0.917516218721038,1079.0,2021,Sevilla FC
Marvin Ducksch,4000000.0,2000000.0,1429.0,27,Attack,188.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Werder Bremen
Toma Bašić,7100000.0,9000000.0,1794.0,25,Midfield,190.0,1,1,3.696,0.924,11.088000000000001,1.757947146687093,2611.0,0.924,2.7720000000000002,1.848,1.6314199395770395,993.0,2021,Lazio
Marcos André,8500000.0,3500000.0,2890.0,25,Attack,185.0,0,1,3.712,1.856,0.0,3.076923076923077,1170.0,0.0,0.0,0.0,0.0,0.0,2021,Valencia
Matheus Cunha,35000000.0,30000000.0,2890.0,22,Attack,183.0,0,1,7.072,5.819,4.625,1.9669937555753791,2242.0,4.625,2.7750000000000004,3.7,3.179347826086956,1104.0,2021,Atlético Madrid
Davide Zappacosta,7000000.0,8000000.0,1429.0,29,Midfield,182.0,0,1,3.736,1.868,7.472,1.4069369809477283,2047.0,0.0,0.934,0.0,3.0201342281879193,447.0,2021,Atalanta BC
Thomas Henry,5500000.0,5000000.0,1429.0,27,Attack,191.0,0,1,18.543,5.298,4.415,1.7164447643037064,2779.0,0.0,0.0,0.0,0.0,0.0,2021,Venezia
Lennart Czyborra,5500000.0,3500000.0,1429.0,22,Defender,181.0,1,1,1.5310000000000001,0.0,3.736,1.5032679738562091,1377.0,1.704,3.153,3.153,1.5584415584415585,1848.0,2021,Genoa
Luca Waldschmidt,12000000.0,15000000.0,2159.0,25,Attack,181.0,1,1,6.701,2.9379999999999997,5.829,1.8143236074270557,1885.0,7.072,2.7750000000000004,4.297000000000001,1.9466474405191059,1387.0,2021,VfL Wolfsburg
Matija Nastasić,500000.0,5000000.0,1794.0,28,Defender,187.0,1,0,0.0,0.0,0.925,2.292225201072386,1492.0,0.0,0.0,4.297000000000001,1.891891891891892,1665.0,2021,Fiorentina
Mamadou Sylla,1150000.0,1500000.0,1794.0,27,Attack,180.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.714,0.831,3.6103151862464187,349.0,2021,Alavés
Martin Ødegaard,35000000.0,40000000.0,2525.0,23,Midfield,178.0,1,0,1.597,2.0,4.525,1.792395896197948,1657.0,5.503,7.359,8.618,1.3496932515337423,2934.0,2021,Arsenal
Jakub Jankto,5160000.0,11000000.0,1429.0,25,Midfield,184.0,1,0,5.604,2.802,4.67,1.924752475247525,2525.0,1.868,4.67,4.67,2.3813868613138687,2192.0,2021,Getafe
Rafa Mir,16000000.0,12000000.0,1429.0,24,Attack,191.0,0,1,13.855,0.928,5.5680000000000005,1.6544117647058825,2992.0,0.0,0.0,0.0,0.0,0.0,2021,Sevilla FC
Aaron Ramsdale,28000000.0,12000000.0,2525.0,23,Goalkeeper,190.0,0,1,0.0,0.0,5.5969999999999995,1.619047619047619,3780.0,0.0,1.0,5.0,1.6756756756756757,3330.0,2021,Arsenal
Rodrigo Muniz,8000000.0,3000000.0,1794.0,20,Attack,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Fulham
Germán Pezzella,3250000.0,7500000.0,2343.0,30,Defender,187.0,0,1,0.934,1.868,5.267,1.629971590909091,2816.0,2.802,1.868,9.34,1.3645761543762922,2902.0,2021,Real Betis
Arnaut Danjuma,23500000.0,15000000.0,1429.0,24,Attack,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5244755244755246,715.0,2021,Villarreal
Maximilian Eggestein,5000000.0,7500000.0,365.0,25,Midfield,181.0,0,1,1.85,5.222,7.938000000000001,1.446099912357581,3423.0,0.925,3.372,3.7,2.014925373134328,3216.0,2021,SC Freiburg
Tammy Abraham,41000000.0,38000000.0,1429.0,24,Attack,194.0,0,1,8.985,3.194,6.194,1.3664596273291927,1449.0,16.791,5.194,6.194,2.289687924016282,2948.0,2021,AS Roma
Luís Maximiano,5500000.0,5000000.0,2890.0,22,Goalkeeper,190.0,0,1,0.0,0.0,1.4689999999999999,0.3658536585365854,246.0,0.0,0.0,9.317,1.2031191979205347,2693.0,2021,Granada CF
Kaio Jorge,7000000.0,12000000.0,2709.0,19,Attack,182.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Juventus
Robert Andrich,6500000.0,7000000.0,2525.0,27,Midfield,187.0,0,1,4.625,1.85,6.4750000000000005,1.2915407854984895,2648.0,2.716,3.372,6.147,1.7855899756352245,2873.0,2021,B. Leverkusen
Piero Hincapié,6350000.0,8000000.0,2890.0,19,Defender,184.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,B. Leverkusen
Ludwig Augustinsson,5500000.0,10000000.0,2159.0,27,Defender,181.0,1,0,0.0,4.894,5.491,1.4104193138500636,2361.0,0.0,0.925,0.0,2.7514792899408285,1014.0,2021,Sevilla FC
Cameron Burgess,880000.0,250000.0,1429.0,26,Defender,194.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Ipswich
Edin Džeko,2800000.0,4000000.0,1429.0,35,Attack,193.0,0,0,10.120000000000001,4.333,5.267,2.227722772277228,2424.0,16.735,12.065000000000001,5.527,1.3732692851087878,3539.0,2021,Inter
Raphaël Varane,40000000.0,70000000.0,1794.0,28,Defender,191.0,0,1,1.856,0.0,13.855,0.9073088770652478,3571.0,2.4530000000000003,0.928,15.711,0.819672131147541,3843.0,2021,Man Utd
Denzel Dumfries,14250000.0,16000000.0,2525.0,25,Defender,188.0,0,1,2.8979999999999997,6.903,10.908,1.1322410766530135,3418.0,6.561,3.153,8.352,1.2077159630975678,3577.0,2021,Inter
Enzo Millot,1750000.0,1000000.0,2525.0,19,Midfield,175.0,1,1,0.0,0.0,0.0,6.923076923076923,39.0,0.0,0.0,0.0,0.0,0.0,2021,VfB Stuttgart
Jannik Vestergaard,17600000.0,18000000.0,2159.0,29,Defender,199.0,0,0,3.0,0.0,6.5969999999999995,1.6083150984682713,2742.0,1.0,0.0,4.5969999999999995,2.089187538179597,1637.0,2021,Leicester
Alessandro Vogliacco,2000000.0,1300000.0,1429.0,23,Defender,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Genoa
Joe Willock,29400000.0,16000000.0,2159.0,22,Midfield,186.0,0,1,9.791,1.791,4.791,2.1507352941176467,1632.0,2.194,1.0,3.388,2.629695885509839,1677.0,2021,Newcastle
Gonzalo Montiel,11000000.0,17000000.0,1794.0,24,Defender,175.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Sevilla FC
Stefanos Kapino,300000.0,700000.0,1429.0,27,Goalkeeper,196.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2021,Arm. Bielefeld
Romelu Lukaku,113000000.0,100000000.0,2159.0,28,Attack,191.0,1,1,25.998,9.34,13.933,1.0098176718092566,3565.0,28.049,4.256,12.999,1.0957269037956554,4189.0,2021,Chelsea
Christos Tzolis,11000000.0,12000000.0,2525.0,19,Attack,179.0,0,0,10.902,6.723,6.1259999999999994,1.3787820758330143,2611.0,0.0,0.0,0.0,2.8571428571428568,63.0,2021,Norwich
Gabriel Strefezza,550000.0,3200000.0,2159.0,24,Attack,168.0,0,1,0.0,0.0,0.0,0.0,0.0,0.934,1.868,0.934,2.8584392014519056,2204.0,2021,Lecce
Ivan Ilić,7500000.0,8000000.0,2159.0,20,Midfield,186.0,1,0,2.465,0.0,0.934,1.935483870967742,1953.0,0.0,0.0,0.0,0.0,0.0,2021,Hellas Verona
Liam Henderson,1500000.0,2200000.0,1429.0,25,Midfield,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934,1.4285714285714284,315.0,2021,FC Empoli
Suf Podgoreanu,410000.0,250000.0,1429.0,19,Attack,193.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Spezia Calcio
Ruan Tressoldi,5000000.0,1500000.0,1429.0,22,Defender,187.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Sassuolo
Caleb Ekuban,2600000.0,7000000.0,1794.0,27,Attack,182.0,0,0,8.379999999999999,3.352,10.056,0.7860262008733624,2748.0,6.577999999999999,5.625,0.0,1.8708971553610503,1828.0,2021,Genoa
Yoane Wissa,10000000.0,10000000.0,1794.0,25,Attack,176.0,0,0,9.24,4.62,2.7720000000000002,2.2793296089385477,2685.0,0.0,0.0,0.0,0.0,0.0,2021,Brentford
Kaoru Mitoma,3000000.0,1800000.0,2159.0,24,Attack,178.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Brighton
Flynn Downes,1700000.0,900000.0,2525.0,22,Midfield,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Swansea
Patrick Wimmer,700000.0,1500000.0,2159.0,20,Attack,182.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Arm. Bielefeld
Samuel Mraz,1600000.0,500000.0,1429.0,24,Attack,183.0,0,0,0.0,0.0,0.0,0.0,0.0,3.997,1.7,2.55,2.9808917197452227,785.0,2021,Spezia Calcio
Marco Richter,7100000.0,5000000.0,1429.0,24,Midfield,176.0,0,1,2.7750000000000004,2.7750000000000004,2.7750000000000004,3.1690140845070425,1420.0,3.7,2.7750000000000004,5.550000000000001,2.122105263157895,2375.0,2021,Hertha BSC
Robin Hack,1200000.0,3000000.0,2890.0,23,Attack,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Arm. Bielefeld
Ardian Ismajli,2000000.0,2500000.0,1429.0,25,Defender,187.0,0,0,0.934,1.868,1.5310000000000001,2.087912087912088,1638.0,0.0,0.0,0.0,0.0,0.0,2021,FC Empoli
Gianluca Busio,6000000.0,6000000.0,1794.0,19,Midfield,172.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Venezia
Johan Mojica,1200000.0,2000000.0,2159.0,29,Defender,185.0,1,0,0.0,0.0,1.856,2.879548306148055,1594.0,0.0,0.0,0.0,0.0,0.0,2021,Elche CF
Matías Viña,13000000.0,5000000.0,2709.0,24,Defender,175.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,AS Roma
Vincenzo Fiorillo,600000.0,300000.0,1429.0,31,Goalkeeper,190.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Salernitana
Cristian Romero,17000000.0,35000000.0,2159.0,23,Defender,185.0,0,1,2.465,3.996,9.86,1.248230965185395,3533.0,0.934,1.868,3.736,2.0625,2880.0,2021,Atalanta BC
Luca Netz,2000000.0,5000000.0,1794.0,18,Defender,184.0,1,1,0.925,0.0,0.0,5.382059800664452,301.0,0.0,0.0,0.0,0.0,0.0,2021,Bor. M'gladbach
Jack Grealish,117500000.0,65000000.0,2159.0,26,Attack,180.0,0,1,6.0,12.0,12.0,1.194508009153318,2185.0,8.0,6.0,7.0,1.7532467532467533,3234.0,2021,Man City
Lazar Samardžić,3000000.0,3000000.0,1429.0,19,Midfield,184.0,1,0,0.0,0.925,0.0,3.319672131147541,244.0,0.0,0.0,0.0,14.0625,32.0,2021,Udinese
Martín Payero,6750000.0,5000000.0,2159.0,23,Midfield,182.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Middlesbrough
Danny Ings,29400000.0,22000000.0,1429.0,29,Attack,177.0,0,1,12.597,4.0,7.194,1.952517396643471,2443.0,22.597,2.597,6.0,1.9238476953907817,2994.0,2021,Aston Villa
Leon Bailey,32000000.0,35000000.0,2159.0,24,Attack,178.0,1,0,10.713000000000001,9.519,4.625,1.5853211009174313,2725.0,5.819,2.7750000000000004,2.7750000000000004,3.006134969325154,1467.0,2021,Aston Villa
Eldor Shomurodov,19600000.0,7000000.0,1794.0,26,Attack,190.0,0,0,8.069,2.362,9.862,1.9156626506024095,2490.0,9.141,6.414,4.986,1.563922217625155,2417.0,2021,AS Roma
Marko Arnautovic,6000000.0,10000000.0,1429.0,32,Attack,190.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Bologna
Patrick Ciurria,1700000.0,2800000.0,1794.0,26,Midfield,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Monza
Anton Stach,4500000.0,2500000.0,2159.0,23,Midfield,194.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1.FSV Mainz 05
Javi Galán,4000000.0,6000000.0,1794.0,27,Defender,172.0,1,1,0.928,1.856,7.424,1.5547588005215123,3068.0,0.0,0.0,0.0,0.0,0.0,2021,Celta de Vigo
Matteo Lovato,7200000.0,7000000.0,1429.0,21,Defender,188.0,0,1,0.0,0.0,3.736,1.6931982633863967,1382.0,0.0,0.0,0.0,11.25,8.0,2021,Atalanta BC
Ben White,58500000.0,28000000.0,2525.0,24,Defender,186.0,0,1,0.0,0.0,12.0,1.3066666666666666,3375.0,0.0,0.0,0.0,0.0,0.0,2021,Arsenal
Valentin Gendrey,300000.0,500000.0,365.0,21,Defender,179.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Lecce
Sergi Gómez,1000000.0,3000000.0,1429.0,29,Defender,185.0,0,1,0.0,0.0,6.1,0.7551487414187643,1311.0,0.0,0.0,5.769,0.9554140127388534,1413.0,2021,Espanyol
Joachim Andersen,17500000.0,22000000.0,2890.0,25,Defender,192.0,0,0,1.0,1.0,9.924,1.2324546388223212,2921.0,1.521,0.0,4.293,1.1706555671175858,1922.0,2021,Crystal Palace
Pathé Ciss,1000000.0,800000.0,1429.0,27,Midfield,186.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Rayo Vallecano
Randy Nteka,1300000.0,1300000.0,2525.0,24,Midfield,189.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Rayo Vallecano
Donyell Malen,30000000.0,30000000.0,365.0,22,Attack,176.0,0,1,20.964,8.01,10.311,1.2896881146389434,3559.0,12.953999999999999,6.648,5.795999999999999,1.20863309352518,2085.0,2021,Bor. Dortmund
Conor Chaplin,875000.0,1000000.0,1794.0,24,Attack,168.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Ipswich
Diego Rico,500000.0,4500000.0,1794.0,28,Defender,183.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.5969999999999995,5.5969999999999995,1.491918773311231,2413.0,2021,Real Sociedad
Bryan Gil,25000000.0,30000000.0,1429.0,20,Attack,175.0,1,1,3.712,3.3810000000000002,6.496,1.5240990013026487,2303.0,1.525,0.597,1.856,1.7777777777777777,810.0,2021,Tottenham
Harry Wilson,14000000.0,17000000.0,1794.0,24,Attack,173.0,1,0,0.0,0.0,0.0,1.0,90.0,7.0,1.194,2.597,2.8032786885245904,1830.0,2021,Fulham
Jadon Sancho,85000000.0,100000000.0,1429.0,21,Attack,180.0,0,1,12.176,15.876000000000001,10.982,1.3012777404169469,2974.0,17.516000000000002,17.516000000000002,11.638,1.5379920659139457,3277.0,2021,Man Utd
Kelvin Amian,3900000.0,3500000.0,2525.0,23,Defender,180.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.848,1.848,2.427958307786634,1631.0,2021,Spezia Calcio
Odilon Kossounou,23000000.0,13000000.0,1429.0,20,Defender,191.0,0,0,0.883,1.766,10.31,0.9876106194690265,2825.0,0.0,0.0,1.766,1.6449086161879896,766.0,2021,B. Leverkusen
Kristoffer Ajer,15700000.0,7000000.0,2525.0,23,Defender,198.0,0,0,0.82,1.4169999999999998,13.270999999999999,1.0668924640135478,3543.0,3.057,1.64,13.645,0.9583952451708767,4038.0,2021,Brentford
Marco Silvestri,2200000.0,9000000.0,1429.0,30,Goalkeeper,191.0,0,1,0.0,0.0,6.538,1.2352941176470589,3060.0,0.0,0.0,8.406,1.2385321100917432,3270.0,2021,Udinese
Frederik Rönnow,1000000.0,2500000.0,365.0,29,Goalkeeper,188.0,0,0,0.0,0.0,0.925,2.571428571428571,945.0,0.0,0.0,1.522,1.4666666666666666,1350.0,2021,Union Berlin
Taiwo Awoniyi,8550000.0,5000000.0,2159.0,24,Attack,183.0,0,0,4.625,3.372,2.7750000000000004,1.668956043956044,1456.0,0.925,0.0,0.925,3.9705882352941178,476.0,2021,Union Berlin
Frank Onyeka,10000000.0,6000000.0,1429.0,23,Midfield,183.0,0,0,1.447,2.044,9.785,1.3432835820895521,2546.0,2.2969999999999997,0.0,11.049999999999999,0.7527881040892193,2152.0,2021,Brentford
Luka Romero,200000.0,1000000.0,1429.0,17,Attack,169.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428571428571,7.0,2021,Lazio
Jens Grahl,250000.0,200000.0,1794.0,33,Goalkeeper,192.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,E. Frankfurt
Chris Führich,2500000.0,2500000.0,2525.0,23,Attack,181.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,VfB Stuttgart
Albert Sambi Lokonga,17500000.0,12000000.0,1429.0,22,Midfield,183.0,0,1,2.649,1.766,7.064,0.9811320754716981,2385.0,0.0,2.649,7.947,0.9027081243731193,1994.0,2021,Arsenal
Fodé Ballo-Touré,5400000.0,6500000.0,1429.0,24,Defender,182.0,1,1,0.0,3.696,0.0,4.166666666666666,648.0,0.0,0.0,1.848,2.091775923718713,1678.0,2021,AC Milan
Giorgio Altare,500000.0,175000.0,365.0,23,Defender,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Cagliari Calcio
Marc Guéhi,23340000.0,10000000.0,1794.0,21,Defender,182.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Crystal Palace
Olivier Giroud,4800000.0,4000000.0,1613.0,35,Attack,192.0,1,1,7.582,0.0,5.791,1.3796212804328225,1109.0,9.193999999999999,0.597,4.5969999999999995,3.068181818181818,1408.0,2021,AC Milan
Luca Caldirola,800000.0,1800000.0,1429.0,30,Defender,186.0,1,1,1.868,0.0,2.802,3.212237093690249,1569.0,0.0,0.0,0.0,0.0,0.0,2021,Monza
Felipe Anderson,3000000.0,10000000.0,2343.0,28,Attack,175.0,0,1,0.0,0.0,0.597,3.3128834355828225,326.0,1.0,4.5969999999999995,5.5969999999999995,2.3699059561128526,1595.0,2021,Lazio
Ionuț Nedelcearu,1250000.0,2000000.0,2159.0,25,Defender,190.0,0,0,0.822,0.831,3.0629999999999997,1.6552369077306732,3208.0,0.0,0.0,8.309999999999999,0.7238605898123325,1865.0,2021,Crotone
Monchu,750000.0,4000000.0,2890.0,22,Midfield,173.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,2021,Granada CF
Lukas Nmecha,8000000.0,12000000.0,1429.0,23,Attack,185.0,0,1,12.362,2.649,8.83,1.029355699580633,2623.0,0.0,0.0,0.0,6.0,360.0,2021,VfL Wolfsburg
Sebastiaan Bornauw,13500000.0,12000000.0,1794.0,22,Defender,191.0,0,1,0.925,0.925,5.222,1.7252396166134185,2191.0,5.550000000000001,0.0,4.625,2.190947128185622,2629.0,2021,VfL Wolfsburg
José Sá,8000000.0,7500000.0,2159.0,28,Goalkeeper,192.0,0,1,0.0,0.0,13.074,0.8421052631578948,3420.0,0.0,0.0,18.974999999999998,0.6377952755905512,3810.0,2021,Wolves
Tanner Tessmann,3640000.0,1000000.0,2890.0,20,Midfield,188.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Venezia
Boris Radunović,625000.0,300000.0,1429.0,25,Goalkeeper,194.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934,2.666666666666667,270.0,2021,Cagliari Calcio
Rui Patrício,11800000.0,10000000.0,1429.0,33,Goalkeeper,190.0,1,1,0.0,0.0,10.0,1.3783783783783783,3330.0,0.0,0.0,16.582,1.0188679245283019,4770.0,2021,AS Roma
Zinho Vanheusden,16200000.0,12000000.0,1429.0,22,Defender,187.0,0,1,0.0,0.0,1.48,1.2268743914313536,1027.0,1.48,0.0,4.415,1.27901468498342,2111.0,2021,Inter
Fran García,2000000.0,3000000.0,2159.0,22,Defender,169.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Rayo Vallecano
Pierre Lees-Melou,3900000.0,7000000.0,2159.0,28,Midfield,185.0,0,1,3.696,1.848,4.62,1.9720279720279719,2145.0,4.62,5.5440000000000005,3.696,1.4380825565912116,2253.0,2021,Norwich
Boulaye Dia,12000000.0,14000000.0,1794.0,25,Attack,180.0,0,1,12.936,0.924,7.989000000000001,1.4254038644282547,3157.0,6.468,0.924,7.392,0.9405940594059407,1818.0,2021,Villarreal
Rodrigo De Paul,35000000.0,38000000.0,1794.0,27,Midfield,180.0,0,1,8.406,9.937000000000001,6.538,1.561764705882353,3400.0,6.538,6.2010000000000005,10.274000000000001,1.480973603016798,2917.0,2021,Atlético Madrid
Mitchel Bakker,7000000.0,10000000.0,1429.0,21,Defender,189.0,1,1,0.0,1.848,10.761000000000001,1.2458233890214798,2095.0,0.0,0.0,0.0,4.0,90.0,2021,B. Leverkusen
Jesper Lindstrøm,7000000.0,7000000.0,1429.0,21,Attack,182.0,0,0,7.6499999999999995,7.6499999999999995,4.25,1.1932687404385518,1961.0,2.894,2.2969999999999997,0.0,3.446389496717724,914.0,2021,E. Frankfurt
Carles Aleñá,5000000.0,15000000.0,1429.0,23,Midfield,180.0,1,1,1.856,1.856,6.165,1.6384915474642392,1538.0,0.928,1.194,2.4530000000000003,2.6999999999999997,1200.0,2021,Getafe
Nuno Tavares,8000000.0,7000000.0,1429.0,21,Defender,183.0,1,1,0.0,0.597,1.4689999999999999,2.6126126126126126,999.0,0.872,3.488,4.682,1.119751166407465,1286.0,2021,Arsenal
Silvan Widmer,2500000.0,4000000.0,1794.0,28,Defender,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,1.FSV Mainz 05
Luca Mazzitelli,300000.0,2800000.0,1429.0,26,Midfield,184.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9130434782608696,69.0,2021,Monza
Magnus Warming,900000.0,700000.0,2525.0,21,Attack,188.0,0,0,3.7439999999999998,1.447,0.0,3.6536868268434133,1207.0,0.85,0.0,0.0,4.532374100719425,139.0,2021,Torino
Rayan Aït-Nouri,11100000.0,18000000.0,1794.0,20,Defender,180.0,1,0,1.0,1.924,4.194,2.228948816730875,1817.0,0.0,2.7720000000000002,5.5440000000000005,1.4696734059097978,1286.0,2021,Wolves
Niklas Dorsch,7000000.0,8000000.0,2525.0,23,Midfield,178.0,0,1,3.246,2.96,5.298,1.8400876232201533,2739.0,0.0,0.0,0.0,0.0,0.0,2021,FC Augsburg
Sandro Tonali,14280000.0,27000000.0,2525.0,21,Midfield,181.0,0,1,0.0,0.0,3.996,2.3555555555555556,2025.0,0.934,6.538,5.604,2.0553232550659373,3109.0,2021,AC Milan
Michael Olise,9300000.0,15000000.0,2890.0,20,Attack,184.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Crystal Palace
Manu Morlanes,4000000.0,5000000.0,2525.0,22,Midfield,178.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.928,1.194,0.7853403141361257,573.0,2021,Villarreal
Sergio Akieme,4700000.0,5000000.0,2525.0,24,Defender,175.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,UD Almería
Stefan Mitrovic,1000000.0,2200000.0,1794.0,31,Defender,189.0,0,0,1.848,0.0,5.5440000000000005,1.6804308797127467,2785.0,1.521,0.924,8.259,1.114217252396166,2504.0,2021,Getafe
Dominik Greif,2500000.0,1000000.0,1794.0,24,Goalkeeper,197.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,RCD Mallorca
Franco Cervi,5000000.0,5000000.0,1794.0,27,Attack,166.0,1,1,0.0,0.0,1.744,2.0418848167539267,573.0,2.341,2.066,8.445,1.2422655878153261,2101.0,2021,Celta de Vigo
Dayot Upamecano,42500000.0,60000000.0,1794.0,23,Defender,186.0,0,1,0.925,0.925,12.563,1.2940140845070423,3408.0,0.0,1.85,7.6690000000000005,1.3572101790763431,3183.0,2021,Bayern Munich
Sydney van Hooijdonk,735000.0,500000.0,1794.0,21,Attack,190.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,Bologna
Patrick Erras,250000.0,700000.0,1794.0,26,Midfield,196.0,0,1,0.0,0.0,0.0,7.159090909090909,88.0,0.0,0.0,0.0,0.0,0.0,2021,Holstein Kiel
André Silva,23000000.0,45000000.0,1429.0,26,Attack,186.0,0,1,26.497,8.594000000000001,3.7,1.676261429055198,2953.0,13.488,4.297000000000001,3.978,2.384105960264901,2567.0,2021,RB Leipzig
Juan Musso,20500000.0,20000000.0,1429.0,27,Goalkeeper,191.0,0,1,0.0,0.0,7.472,1.4320685434516525,3268.0,0.0,0.0,13.076,1.3333333333333335,3510.0,2021,Atalanta BC
